NewNameID,Description,Parm.Code,Result.Type,Analysis.Type,Sample.Unit.Group,Sample.Unit,CAS
127079 - Leptoconops,"Common name: none, EMS Code(s): LEPOPS, EMS Name(s): Leptoconops",LEPOPS,Numeric,Biological,Count,,
127113 - Atrichopogon,"Common name: none, EMS Code(s): ATRICH, EMS Name(s): Atrichopogon",ATRICH,Numeric,Biological,Count,,
127152 - Forcipomyia,"Common name: none, EMS Code(s): FORCMY, EMS Name(s): Forcipomyia",FORCMY,Numeric,Biological,Count,,
127278 - Dasyhelea,"Common name: none, EMS Code(s): DASYHE, EMS Name(s): Dasyhelea",DASYHE,Numeric,Biological,Count,,
127338 - Ceratopogoninae,"Common name: none, EMS Code(s): CERNAE, EMS Name(s): Ceratopogoninae",CERNAE,Numeric,Biological,Count,,
127340 - Culicoides,"Common name: none, EMS Code(s): CULICO, EMS Name(s): Culicoides",CULICO,Numeric,Biological,Count,,
1274 - Rivularia,"Common name: none, EMS Code(s): RIVULA, EMS Name(s): Rivularia",RIVULA,Numeric,Biological,Count,,
127533 - Alluaudomyia,"Common name: none, EMS Code(s): ALLUAU, EMS Name(s): Alluaudomyia",ALLUAU,Numeric,Biological,Count,,
127564 - Ceratopogon,"Common name: none, EMS Code(s): CERTOP, EMS Name(s): Ceratopogon",CERTOP,Numeric,Biological,Count,,
127575 - Monohelea,"Common name: none, EMS Code(s): MONOHE, EMS Name(s): Monohelea",MONOHE,Numeric,Biological,Count,,
127619 - Stilobezzia,"Common name: none, EMS Code(s): STILOB, EMS Name(s): Stilobezzia",STILOB,Numeric,Biological,Count,,
127702 - Mallochohelea,"Common name: none, EMS Code(s): MALLOC, MALLOM, EMS Name(s): Mallochohelea, Mallomonadaceae","MALLOC, MALLOM",Numeric,Biological,Count,,
127729 - Probezzia,"Common name: none, EMS Code(s): PROBEZ, EMS Name(s): Probezzia",PROBEZ,Numeric,Biological,Count,,
127761 - Sphaeromias,"Common name: none, EMS Code(s): SPHAEM, EMS Name(s): Sphaeromias",SPHAEM,Numeric,Biological,Count,,
127778 - Bezzia,"Common name: none, EMS Code(s): BEZZIA, EMS Name(s): Bezzia",BEZZIA,Numeric,Biological,Count,,
127917 - Chironomidae,"Common name: midges, EMS Code(s): N.REIS, CHIRON, EMS Name(s): Neostempellina reissi, Chironomidae","N.REIS, CHIRON",Numeric,Biological,Count,,
127952 - Podonominae,"Common name: none, EMS Code(s): PODONO, EMS Name(s): Podonominae",PODONO,Numeric,Biological,Count,,
127987 - Parochlus,"Common name: none, EMS Code(s): PAROCH, EMS Name(s): Parochlus",PAROCH,Numeric,Biological,Count,,
127994 - Tanypodinae,"Common name: none, EMS Code(s): TANYPO, EMS Name(s): Tanypodinae",TANYPO,Numeric,Biological,Count,,
128034 - Macropelopia,"Common name: none, EMS Code(s): MACROP, EMS Name(s): Macropelopia",MACROP,Numeric,Biological,Count,,
128048 - Psectrotanypus,"Common name: none, EMS Code(s): PSECTT, EMS Name(s): Psectrotanypus",PSECTT,Numeric,Biological,Count,,
128078 - Pentaneurini,"Common name: none, EMS Code(s): PENTAN, EMS Name(s): Pentaneurini",PENTAN,Numeric,Biological,Count,,
128079 - Ablabesmyia,"Common name: none, EMS Code(s): ABLABE, EMS Name(s): Ablabesmyia",ABLABE,Numeric,Biological,Count,,
128183 - Larsia,"Common name: none, EMS Code(s): LARSIA, EMS Name(s): Larsia",LARSIA,Numeric,Biological,Count,,
128202 - Nilotanypus,"Common name: none, EMS Code(s): NILOTA, EMS Name(s): Nilotanypus",NILOTA,Numeric,Biological,Count,,
128215 - Pentaneura,"Common name: none, EMS Code(s): PNEURA, EMS Name(s): Pentaneura",PNEURA,Numeric,Biological,Count,,
128236 - Thienemannimyia,"Common name: none, EMS Code(s): THIENE, EMS Name(s): Thienemannimyia Group sp.",THIENE,Numeric,Biological,Count,,
128277 - Procladius,"Common name: none, EMS Code(s): PROCLA, EMS Name(s): Procladius",PROCLA,Numeric,Biological,Count,,
128341 - Diamesinae,"Common name: none, EMS Code(s): DIAMES, EMS Name(s): Diamesinae",DIAMES,Numeric,Biological,Count,,
128343 - Boreoheptagyia,"Common name: none, EMS Code(s): BOREOH, EMS Name(s): Boreoheptagyia",BOREOH,Numeric,Biological,Count,,
128355 - Diamesa,"Common name: none, EMS Code(s): DIAME, EMS Name(s): Diamesa",DIAME,Numeric,Biological,Count,,
128401 - Pagastia,"Common name: none, EMS Code(s): PAGAST, EMS Name(s): Pagastia",PAGAST,Numeric,Biological,Count,,
128408 - Potthastia,"Common name: none, EMS Code(s): POTTHA, EMS Name(s): Potthastia",POTTHA,Numeric,Biological,Count,,
128409 - Potthastia gaedii,"Common name: none, EMS Code(s): P.GAED, EMS Name(s): Potthastia gaedii type",P.GAED,Numeric,Biological,Count,,
128412 - Potthastia longimana,"Common name: none, EMS Code(s): POTT.L, EMS Name(s): Potthastia longimana grp.",POTT.L,Numeric,Biological,Count,,
128416 - Pseudodiamesa,"Common name: none, EMS Code(s): PSEUDI, EMS Name(s): Pseudodiamesa",PSEUDI,Numeric,Biological,Count,,
128423 - Pseudokiefferiella,"Common name: none, EMS Code(s): PSEUDK, EMS Name(s): Pseudokiefferiella",PSEUDK,Numeric,Biological,Count,,
128426 - Sympotthastia,"Common name: none, EMS Code(s): SYMPOT, EMS Name(s): Sympotthastia",SYMPOT,Numeric,Biological,Count,,
128431 - Protanypus,"Common name: none, EMS Code(s): PROTA, EMS Name(s): Protanypus",PROTA,Numeric,Biological,Count,,
128437 - Prodiamesinae,"Common name: none, EMS Code(s): PRODIA, EMS Name(s): Prodiamesinae",PRODIA,Numeric,Biological,Count,,
128440 - Monodiamesa,"Common name: none, EMS Code(s): MONODI, EMS Name(s): Monodiamesa",MONODI,Numeric,Biological,Count,,
128452 - Prodiamesa,"Common name: none, EMS Code(s): PRODI, EMS Name(s): Prodiamesa",PRODI,Numeric,Biological,Count,,
128457 - Orthocladiinae,"Common name: none, EMS Code(s): CRI/OT, CRI/OR, ORTHOC, ORTHO4, ORT/CR, ORTHO1, EMS Name(s): Cricotopus/Orthocadius, Cricotopus/orthocladius, Orthocladiinae, Orthocladiinae 004 (Like Heleniella), Orthocladius/Cricotopus, Orthocladiinae 001 (Like Paraphaenocladius)","CRI/OT, CRI/OR, ORTHOC, ORTHO4, ORT/CR, ORTHO1",Numeric,Biological,Count,,
128477 - Brillia,"Common name: none, EMS Code(s): BRILLI, EMS Name(s): Brillia",BRILLI,Numeric,Biological,Count,,
128511 - Cardiocladius,"Common name: none, EMS Code(s): CARDIO, EMS Name(s): Cardiocladius",CARDIO,Numeric,Biological,Count,,
128520 - Chaetocladius,"Common name: none, EMS Code(s): CHATCL, EMS Name(s): Chaetocladius",CHATCL,Numeric,Biological,Count,,
128563 - Corynoneura,"Common name: none, EMS Code(s): CORYNO, CORYON, EMS Name(s): Corynoneura, Coryoneura","CORYNO, CORYON",Numeric,Biological,Count,,
128575 - Cricotopus,"Common name: none, EMS Code(s): CRICOT, EMS Name(s): Cricotopus",CRICOT,Numeric,Biological,Count,,
128583 - Cricotopus bicinctus,"Common name: none, EMS Code(s): C.BICU, EMS Name(s): Cricotopus bicuntus group",C.BICU,Numeric,Biological,Count,,
128628 - Cricotopus nostocicola,"Common name: none, EMS Code(s): CRIC.M, EMS Name(s): Cricotopus nostocicola",CRIC.M,Numeric,Biological,Count,,
128670 - Diplocladius,"Common name: none, EMS Code(s): DIPLOC, EMS Name(s): Diplocladius",DIPLOC,Numeric,Biological,Count,,
128671 - Diplocladius cultriger,"Common name: none, EMS Code(s): DIPL.C, EMS Name(s): Diplocladius cultriger",DIPL.C,Numeric,Biological,Count,,
128689 - Eukiefferiella,"Common name: none, EMS Code(s): EUKIEF, EMS Name(s): Eukiefferiella",EUKIEF,Numeric,Biological,Count,,
128693 - Eukiefferiella claripennis,"Common name: none, EMS Code(s): E.CLAR, EMS Name(s): Eukiefferiella claripennis grp.",E.CLAR,Numeric,Biological,Count,,
128695 - Eukiefferiella devonica,"Common name: none, EMS Code(s): E.DEVO, EMS Name(s): Eukiefferiella devonica grp.",E.DEVO,Numeric,Biological,Count,,
128705 - Eukiefferiella gracei,"Common name: none, EMS Code(s): E.GRAC, EMS Name(s): Eukiefferiella gracei grp.",E.GRAC,Numeric,Biological,Count,,
128706 - Eukiefferiella pseudomontana,"Common name: none, EMS Code(s): E.PSEU, EMS Name(s): Eukiefferiella pseudomontana grp.",E.PSEU,Numeric,Biological,Count,,
128707 - Euryhapsis,"Common name: none, EMS Code(s): EURYHA, EMS Name(s): Euryhapsis",EURYHA,Numeric,Biological,Count,,
128718 - Gymnometriocnemus,"Common name: none, EMS Code(s): GYMNOM, EMS Name(s): Gymnometriocnemus",GYMNOM,Numeric,Biological,Count,,
128725 - Halocladius,"Common name: none, EMS Code(s): HALOCL, EMS Name(s): Halocladius",HALOCL,Numeric,Biological,Count,,
128730 - Heleniella,"Common name: none, EMS Code(s): HELENI, EMS Name(s): Heleniella",HELENI,Numeric,Biological,Count,,
128737 - Heterotrissocladius,"Common name: none, EMS Code(s): HETTRI, EMS Name(s): Heterotrissocladius",HETTRI,Numeric,Biological,Count,,
128744 - Heterotrissocladius marcidus,"Common name: none, EMS Code(s): H.MARC, EMS Name(s): Heterotrissocladius marcidus",H.MARC,Numeric,Biological,Count,,
128750 - Hydrobaenus,"Common name: none, EMS Code(s): HYDBAE, EMS Name(s): Hydrobaenus",HYDBAE,Numeric,Biological,Count,,
128771 - Krenosmittia,"Common name: none, EMS Code(s): KRENOS, EMS Name(s): Krenosmittia",KRENOS,Numeric,Biological,Count,,
128776 - Limnophyes,"Common name: none, EMS Code(s): LIMPHY, EMS Name(s): Limnophyes",LIMPHY,Numeric,Biological,Count,,
128811 - Lopescladius,"Common name: none, EMS Code(s): LOPESC, EMS Name(s): Lopescladius",LOPESC,Numeric,Biological,Count,,
128819 - Mesosmittia flexuella,"Common name: none, EMS Code(s): M.FLEX, EMS Name(s): Mesosmittia flexuella",M.FLEX,Numeric,Biological,Count,,
128821 - Metriocnemus,"Common name: none, EMS Code(s): METRIO, EMS Name(s): Metriocnemus",METRIO,Numeric,Biological,Count,,
128828 - Metriocnemus hygropetricus,"Common name: none, EMS Code(s): MET/HY, EMS Name(s): Metriocnemus hygropetricus",MET/HY,Numeric,Biological,Count,,
128844 - Nanocladius,"Common name: none, EMS Code(s): NANOCL, EMS Name(s): Nanocladius",NANOCL,Numeric,Biological,Count,,
128874 - Orthocladius,"Common name: none, EMS Code(s): ORTHO, ORTH.C, EUORTH, SYMPOS, EMS Name(s): Orthocladius, Orthocladius complex, Euorthocladius, Symposiocladius","ORTHO, ORTH.C, EUORTH, SYMPOS",Numeric,Biological,Count,,
128913 - Orthocladius lignicola,"Common name: none, EMS Code(s): ORTH.L, EMS Name(s): Orthocladius lignicola",ORTH.L,Numeric,Biological,Count,,
128951 - Parachaetocladius,"Common name: none, EMS Code(s): PARTOC, EMS Name(s): Parachaetocladius",PARTOC,Numeric,Biological,Count,,
128956 - Paracladius,"Common name: none, EMS Code(s): PARACL, EMS Name(s): Paracladius",PARACL,Numeric,Biological,Count,,
128968 - Parakiefferiella,"Common name: none, EMS Code(s): PARAKI, EMS Name(s): Parakiefferiella",PARAKI,Numeric,Biological,Count,,
128978 - Parametriocnemus,"Common name: none, EMS Code(s): PARAME, EMS Name(s): Parametriocnemus",PARAME,Numeric,Biological,Count,,
128989 - Paraphaenocladius,"Common name: none, EMS Code(s): PARAPH, EMS Name(s): Paraphaenocladius",PARAPH,Numeric,Biological,Count,,
128994 - Paraphaenocladius exagitans,"Common name: none, EMS Code(s): PARA.E, EMS Name(s): Paraphaenocladius exagitans",PARA.E,Numeric,Biological,Count,,
129011 - Parorthocladius,"Common name: none, EMS Code(s): PARORT, EMS Name(s): Parorthocladius",PARORT,Numeric,Biological,Count,,
129018 - Psectrocladius,"Common name: none, EMS Code(s): PSECTR, EMS Name(s): Psectrocladius",PSECTR,Numeric,Biological,Count,,
129071 - Pseudosmittia,"Common name: none, EMS Code(s): PSEUMI, EMS Name(s): Pseudosmittia",PSEUMI,Numeric,Biological,Count,,
129086 - Rheocricotopus,"Common name: none, EMS Code(s): RHEOCR, EMS Name(s): Rheocricotopus",RHEOCR,Numeric,Biological,Count,,
129107 - Rheosmittia,"Common name: none, EMS Code(s): RHEOSM, EMS Name(s): Rheosmittia",RHEOSM,Numeric,Biological,Count,,
129110 - Smittia,"Common name: none, EMS Code(s): SMITTI, SNLACU, SNOLVC, SNO.LI, SNO.SP, EMS Name(s): Smittia, Snowella lacustris, Snowella lacustris var compacta, Snowella litoralis, Snowella sp.","SMITTI, SNLACU, SNOLVC, SNO.LI, SNO.SP",Numeric,Biological,Count,,
129152 - Stilocladius,"Common name: none, EMS Code(s): STILOC, EMS Name(s): Stilocladius",STILOC,Numeric,Biological,Count,,
129161 - Synorthocladius,"Common name: none, EMS Code(s): SYNORT, EMS Name(s): Synorthocladius",SYNORT,Numeric,Biological,Count,,
129182 - Thienemanniella,"Common name: none, EMS Code(s): THIEN, EMS Name(s): Thienemanniella",THIEN,Numeric,Biological,Count,,
129197 - Tvetenia,"Common name: none, EMS Code(s): TVETEN, EMS Name(s): Tvetenia",TVETEN,Numeric,Biological,Count,,
129201 - Tvetenia paucunca,"Common name: none, EMS Code(s): TVET.P, EMS Name(s): Tvetenia paucunca",TVET.P,Numeric,Biological,Count,,
129205 - Tvetenia bavarica,"Common name: none, EMS Code(s): T.BAVA, T.BAVG, EMS Name(s): Tvetenia bavarica, Tvetenia bavarica Group","T.BAVA, T.BAVG",Numeric,Biological,Count,,
129213 - Zalutschia,"Common name: none, EMS Code(s): ZALUTS, EMS Name(s): Zalutschia",ZALUTS,Numeric,Biological,Count,,
129228 - Chironominae,"Common name: none, EMS Code(s): CHIRMI, EMS Name(s): Chironominae",CHIRMI,Numeric,Biological,Count,,
129229 - Chironomini,"Common name: none, EMS Code(s): CHIRO, TRI/PH, EMS Name(s): Chironomini, Tribelos/Phaenopsectra","CHIRO, TRI/PH",Numeric,Biological,Count,,
129254 - Chironomus,"Common name: none, EMS Code(s): CHIRMU, EMS Name(s): Chironomus",CHIRMU,Numeric,Biological,Count,,
129255 - Harnischia,"Common name: none, EMS Code(s): HARNIS, EMS Name(s): Harnischia",HARNIS,Numeric,Biological,Count,,
129368 - Cryptochironomus,"Common name: none, EMS Code(s): CRYPTC, EMS Name(s): Cryptochironomus",CRYPTC,Numeric,Biological,Count,,
129394 - Cryptotendipes,"Common name: none, EMS Code(s): CRYTEN, EMS Name(s): Cryptotendipes",CRYTEN,Numeric,Biological,Count,,
129428 - Dicrotendipes,"Common name: none, EMS Code(s): DICROT, EMS Name(s): Dicrotendipes",DICROT,Numeric,Biological,Count,,
129525 - Lauterborniella,"Common name: none, EMS Code(s): LAUTER, EMS Name(s): Lauterborniella",LAUTER,Numeric,Biological,Count,,
129532 - Microchironomus,"Common name: none, EMS Code(s): MICRCH, EMS Name(s): Microchironomus",MICRCH,Numeric,Biological,Count,,
129535 - Microtendipes,"Common name: none, EMS Code(s): MICROT, EMS Name(s): Microtendipes",MICROT,Numeric,Biological,Count,,
129541 - Microtendipes pedellus,"Common name: none, EMS Code(s): MICRTP, EMS Name(s): Microtendipes pedellus",MICRTP,Numeric,Biological,Count,,
129547 - Microtendipes rydalensis,"Common name: none, EMS Code(s): M.RYDA, EMS Name(s): Microtendipes rydalensis group",M.RYDA,Numeric,Biological,Count,,
129564 - Parachironomus,"Common name: none, EMS Code(s): PARCHI, EMS Name(s): Parachironomus",PARCHI,Numeric,Biological,Count,,
129597 - Paracladopelma,"Common name: none, EMS Code(s): PARCLA, EMS Name(s): Paracladopelma",PARCLA,Numeric,Biological,Count,,
129619 - Paralauterborniella nigrohalterale,"Common name: none, EMS Code(s): P.NIGR, EMS Name(s): Paralauterborniella nigrohalterale",P.NIGR,Numeric,Biological,Count,,
129623 - Paratendipes,"Common name: none, EMS Code(s): PARATE, EMS Name(s): Paratendipes",PARATE,Numeric,Biological,Count,,
129637 - Phaenopsectra,"Common name: none, EMS Code(s): PHAENO, EMS Name(s): Phaenopsectra",PHAENO,Numeric,Biological,Count,,
129657 - Polypedilum,"Common name: none, EMS Code(s): POLYPE, EMS Name(s): Polypedilum",POLYPE,Numeric,Biological,Count,,
129666 - Polypedilum aviceps,"Common name: none, EMS Code(s): POLY.A, EMS Name(s): Polypedilum aviceps",POLY.A,Numeric,Biological,Count,,
129671 - Polypedilum convictum,"Common name: none, EMS Code(s): POLY.C, EMS Name(s): Polypedilum convictum",POLY.C,Numeric,Biological,Count,,
1297 - Gloeotrichia,"Common name: none, EMS Code(s): GLOEOT, EMS Name(s): Gloeotrichia",GLOEOT,Numeric,Biological,Count,,
129730 - Robackia,"Common name: none, EMS Code(s): ROBACK, EMS Name(s): Robackia",ROBACK,Numeric,Biological,Count,,
129733 - Robackia demeijerei,"Common name: none, EMS Code(s): ROBA.D, EMS Name(s): Robackia demeijerei",ROBA.D,Numeric,Biological,Count,,
129735 - Saetheria,"Common name: none, EMS Code(s): SAETHE, EMS Name(s): Saetheria",SAETHE,Numeric,Biological,Count,,
129785 - Stictochironomus,"Common name: none, EMS Code(s): STICTO, EMS Name(s): Stictochironomus",STICTO,Numeric,Biological,Count,,
129820 - Tribelos,"Common name: none, EMS Code(s): TRIBEL, EMS Name(s): Tribelos",TRIBEL,Numeric,Biological,Count,,
129851 - Pseudochironomus,"Common name: none, EMS Code(s): PCHIRO, EMS Name(s): Pseudochironomus",PCHIRO,Numeric,Biological,Count,,
129872 - Tanytarsini,"Common name: none, EMS Code(s): TANYSI, TAN/MC, TAN/MI, EMS Name(s): Tanytarsini, Tanytarsus/Micropsectra, Tanytarsus/Microsectra","TANYSI, TAN/MC, TAN/MI",Numeric,Biological,Count,,
129873 - Cladotanytarsus,"Common name: none, EMS Code(s): CLATAN, EMS Name(s): Cladotanytarsus",CLATAN,Numeric,Biological,Count,,
129884 - Constempellina,"Common name: none, EMS Code(s): CONSTE, EMS Name(s): Constempellina",CONSTE,Numeric,Biological,Count,,
129890 - Micropsectra,"Common name: none, EMS Code(s): MICROP, EMS Name(s): Micropsectra",MICROP,Numeric,Biological,Count,,
129935 - Paratanytarsus,"Common name: none, EMS Code(s): PARATA, EMS Name(s): Paratanytarsus",PARATA,Numeric,Biological,Count,,
129952 - Rheotanytarsus,"Common name: none, EMS Code(s): RHEOTA, EMS Name(s): Rheotanytarsus",RHEOTA,Numeric,Biological,Count,,
129962 - Stempellina,"Common name: none, EMS Code(s): STEMPE, EMS Name(s): Stempellina",STEMPE,Numeric,Biological,Count,,
129969 - Stempellinella,"Common name: none, EMS Code(s): STELIN, EMS Name(s): Stempellinella",STELIN,Numeric,Biological,Count,,
129975 - Sublettea,"Common name: none, EMS Code(s): SUBLET, EMS Name(s): Sublettea",SUBLET,Numeric,Biological,Count,,
129976 - Sublettea coffmani,"Common name: none, EMS Code(s): S.COFF, EMS Name(s): Sublettea coffmani",S.COFF,Numeric,Biological,Count,,
129978 - Tanytarsus,"Common name: none, EMS Code(s): TANYTA, EMS Name(s): Tanytarsus",TANYTA,Numeric,Biological,Count,,
1300 - Gloeotrichia echinulata,"Common name: none, EMS Code(s): G.ECHI, EMS Name(s): Gloeotrichia echinulata",G.ECHI,Numeric,Biological,Count,,
130150 - Stratiomyidae,"Common name: soldier flies, EMS Code(s): STRATI, EMS Name(s): Stratiomyidae",STRATI,Numeric,Biological,Count,,
130160 - Allognosta,"Common name: none, EMS Code(s): ALLOGN, EMS Name(s): Allognosta",ALLOGN,Numeric,Biological,Count,,
1303 - Ammatoidea,"Common name: none, EMS Code(s): AMMATO, EMS Name(s): Ammatoidea",AMMATO,Numeric,Biological,Count,,
130409 - Caloparyphus,"Common name: none, EMS Code(s): CALOPA, EMS Name(s): Caloparyphus",CALOPA,Numeric,Biological,Count,,
1308 - Homoeothrix,"Common name: none, EMS Code(s): HOMOEO, EMS Name(s): Homoeothrix",HOMOEO,Numeric,Biological,Count,,
130914 - Pelecorhynchidae,"Common name: none, EMS Code(s): PELECO, EMS Name(s): Pelecorhynchidae",PELECO,Numeric,Biological,Count,,
130915 - Glutops,"Common name: none, EMS Code(s): GLUTOP, EMS Name(s): Glutops",GLUTOP,Numeric,Biological,Count,,
130929 - Atherix,"Common name: none, EMS Code(s): ATHRIX, EMS Name(s): Atherix",ATHRIX,Numeric,Biological,Count,,
130930 - Atherix lantha,"Common name: none, EMS Code(s): A.LANT, EMS Name(s): Atherix lantha",A.LANT,Numeric,Biological,Count,,
130931 - Atherix pachypus,"Common name: none, EMS Code(s): ATHR.P, EMS Name(s): Atherix pachypus",ATHR.P,Numeric,Biological,Count,,
130934 - Tabanidae,"Common name: none, EMS Code(s): TABANI, EMS Name(s): Tabanidae",TABANI,Numeric,Biological,Count,,
131078 - Chrysops,"Common name: none, EMS Code(s): CHRYS, EMS Name(s): Chrysops",CHRYS,Numeric,Biological,Count,,
1311 - Scytonemataceae,"Common name: none, EMS Code(s): SCYTOL, EMS Name(s): Scytonema / Tolypothrix",SCYTOL,Numeric,Biological,Count,,
131527 - Tabanus,"Common name: none, EMS Code(s): TABANU, EMS Name(s): Tabanus",TABANU,Numeric,Biological,Count,,
1330 - Tolypothrix,"Common name: none, EMS Code(s): TOLYPO, EMS Name(s): Tolypothrix",TOLYPO,Numeric,Biological,Count,,
1331 - Tolypothrix tenuis,"Common name: none, EMS Code(s): T.TENU, EMS Name(s): Tolypothrix tenuis",T.TENU,Numeric,Biological,Count,,
1348 - Scytonema,"Common name: none, EMS Code(s): SCYTON, EMS Name(s): Scytonema",SCYTON,Numeric,Biological,Count,,
1351 - Scytonema mirabile,"Common name: none, EMS Code(s): S.MIRA, EMS Name(s): Scytonema mirabile",S.MIRA,Numeric,Biological,Count,,
135830 - Empididae,"Common name: none, EMS Code(s): EMPIDI, EMPIDG, EMS Name(s): Empididae, Empididae Genus B","EMPIDI, EMPIDG",Numeric,Biological,Count,,
135844 - Clinocerinae,"Common name: none, EMS Code(s): CLINOU, EMS Name(s): Clinocerinae Unknown Genus A",CLINOU,Numeric,Biological,Count,,
135893 - Roederiodes,"Common name: none, EMS Code(s): ROEDE, EMS Name(s): Roederiodes",ROEDE,Numeric,Biological,Count,,
135903 - Trichoclinocera,"Common name: none, EMS Code(s): TRICLI, EMS Name(s): Trichoclinocera",TRICLI,Numeric,Biological,Count,,
135920 - Wiedemannia,"Common name: none, EMS Code(s): WIEDEM, EMS Name(s): Wiedemannia",WIEDEM,Numeric,Biological,Count,,
136305 - Chelifera,"Common name: none, EMS Code(s): CHELIF, EMS Name(s): Chelifera",CHELIF,Numeric,Biological,Count,,
136327 - Hemerodromia,"Common name: none, EMS Code(s): HEMERO, CHELME, EMS Name(s): Hemerodromia, Chelifera/Metachela","HEMERO, CHELME",Numeric,Biological,Count,,
136352 - Neoplasta,"Common name: none, EMS Code(s): NEOPLA, EMS Name(s): Neoplasta",NEOPLA,Numeric,Biological,Count,,
136377 - Oreogeton,"Common name: none, EMS Code(s): OREOGE, EMS Name(s): Oreogeton",OREOGE,Numeric,Biological,Count,,
136824 - Dolichopodidae,"Common name: longlegged flies, EMS Code(s): DOLICH, EMS Name(s): Dolichopodidae",DOLICH,Numeric,Biological,Count,,
13724 - Cladomonas,"Common name: none, EMS Code(s): CLAMON, EMS Name(s): Cladomonas",CLAMON,Numeric,Biological,Count,,
138921 - Phoridae,"Common name: none, EMS Code(s): PHORID, EMS Name(s): Phoridae",PHORID,Numeric,Biological,Count,,
1390 - Stigonema,"Common name: none, EMS Code(s): STIGON, EMS Name(s): Stigonema",STIGON,Numeric,Biological,Count,,
14337 - Kurzia,"Common name: none, EMS Code(s): KURZIA, EMS Name(s): Kurzia",KURZIA,Numeric,Biological,Count,,
1435 - Pleurocapsa,"Common name: none, EMS Code(s): PLEURC, EMS Name(s): Pleurocapsa",PLEURC,Numeric,Biological,Count,,
144653 - Sciomyzidae,"Common name: none, EMS Code(s): SCIOMY, EMS Name(s): Sciomyzidae",SCIOMY,Numeric,Biological,Count,,
1447 - Chrysophyta,"Common name: golden-brown algae, chrysophycophytes, EMS Code(s): CHRYTA, CHR.CO, CHR.CY, CHR.UN, UIDCH, U.CH.C, U.C.CY, U.CH.F, U.CH.U, UID CH, UIDCRY, UIDCHC, UIDCHF, UIDCHU, EMS Name(s): Chrysophyta, Chrysophyte colonial, Chrysophyte cyst, Chrysophyte unicellular, UID Chrysophyta, UID Chrysophyta - colonial, UID Chrysophyta - cyst, UID Chrysophyta - flagellate, UID Chrysophyta - unicellular, UID Chrysophyte, UID Chrysophyte colonial, UID Chrysophyte cyst, UID Chrysophyte flagellate, UID Chrysophyte unicellular","CHRYTA, CHR.CO, CHR.CY, CHR.UN, UIDCH, U.CH.C, U.C.CY, U.CH.F, U.CH.U, UID CH, UIDCRY, UIDCHC, UIDCHF, UIDCHU",Numeric,Biological,Count,,
1451 - Ochromonadales,"Common name: none, EMS Code(s): OCHROM, UID OC, EMS Name(s): Ochromonadales, UID Ochromonadales","OCHROM, UID OC",Numeric,Biological,Count,,
1455 - Ochromonas,"Common name: none, EMS Code(s): OCHNAS, EMS Name(s): Ochromonas",OCHNAS,Numeric,Biological,Count,,
146893 - Ephydridae,"Common name: none, EMS Code(s): EPHYDR, EMS Name(s): Ephydridae",EPHYDR,Numeric,Biological,Count,,
1483 - Uroglena,"Common name: none, EMS Code(s): UROGL, EMS Name(s): Uroglena",UROGL,Numeric,Biological,Count,,
1484 - Uroglena volvox,"Common name: none, EMS Code(s): U.VOLV, EMS Name(s): Uroglena volvox",U.VOLV,Numeric,Biological,Count,,
1487 - Uroglenopsis americana,"Common name: none, EMS Code(s): U.AMER, EMS Name(s): Uroglenopsis americana",U.AMER,Numeric,Biological,Count,,
1491 - Spumella,"Common name: none, EMS Code(s): SPUME, EMS Name(s): Spumella",SPUME,Numeric,Biological,Count,,
150025 - Muscidae,"Common name: none, EMS Code(s): MUSCID, EMS Name(s): Muscidae",MUSCID,Numeric,Biological,Count,,
150730 - Limnophora,"Common name: none, EMS Code(s): LIMPHO, EMS Name(s): Limnophora",LIMPHO,Numeric,Biological,Count,,
1514 - Dinobryaceae,"Common name: none, EMS Code(s): DINOBR, EMS Name(s): Dinobryaceae",DINOBR,Numeric,Biological,Count,,
1515 - Dinobryon,"Common name: none, EMS Code(s): DINOB, EMS Name(s): Dinobryon",DINOB,Numeric,Biological,Count,,
1516 - Pseudokephyrion/part,"Common name: none, EMS Code(s): PSEUKE, EMS Name(s): Pseudokephyrion",PSEUKE,Numeric,Biological,Count,,
1517 - Dinobryon sertularia,"Common name: none, EMS Code(s): D.SERT, EMS Name(s): Dinobryon sertularia",D.SERT,Numeric,Biological,Count,,
1522 - Dinobryon bavaricum,"Common name: none, EMS Code(s): D.BAVA, EMS Name(s): Dinobryon bavaricum",D.BAVA,Numeric,Biological,Count,,
1525 - Dinobryon sociale,"Common name: none, EMS Code(s): D.SOCI, EMS Name(s): Dinobryon sociale",D.SOCI,Numeric,Biological,Count,,
152741 - Hymenoptera,"Common name: ants, bees, wasps, EMS Code(s): HYMENO, EMS Name(s): Hymenoptera",HYMENO,Numeric,Biological,Count,,
1530 - Dinobryon cylindricum,"Common name: none, EMS Code(s): D.CYLI, EMS Name(s): Dinobryon cylindricum",D.CYLI,Numeric,Biological,Count,,
1534 - Dinobryon divergens,"Common name: none, EMS Code(s): D.DIVE, EMS Name(s): Dinobryon divergens",D.DIVE,Numeric,Biological,Count,,
15437 - Pellia neesiana,"Common name: none, EMS Code(s): P.NEES, EMS Name(s): Pellia neesiana",P.NEES,Numeric,Biological,Count,,
