NewNameID,Description,Parm.Code,Result.Type,Analysis.Type,Sample.Unit.Group,Sample.Unit,CAS
112753 - Georyssidae,"Common name: minute mud-loving beetles, EMS Code(s): GEORYS, EMS Name(s): Georyssidae",GEORYS,Numeric,Biological,Count,,
112756 - Hydraenidae,"Common name: minute moss beetles, EMS Code(s): HYDDAE, EMS Name(s): Hydraenidae",HYDDAE,Numeric,Biological,Count,,
112757 - Hydraena,"Common name: none, EMS Code(s): HYDRAE, EMS Name(s): Hydraena",HYDRAE,Numeric,Biological,Count,,
112811 - Hydrophilidae,"Common name: water scavenger beetles, EMS Code(s): HYDPHI, EMS Name(s): Hydrophilidae",HYDPHI,Numeric,Biological,Count,,
112890 - Ametor,"Common name: none, EMS Code(s): AMETO, EMS Name(s): Ametor",AMETO,Numeric,Biological,Count,,
112892 - Ametor scabrosus,"Common name: none, EMS Code(s): AMETOR, EMS Name(s): Ametor scabrosus",AMETOR,Numeric,Biological,Count,,
112938 - Tropisternus,"Common name: none, EMS Code(s): TROPIS, EMS Name(s): Tropisternus",TROPIS,Numeric,Biological,Count,,
112973 - Enochrus,"Common name: none, EMS Code(s): ENOCHR, EMS Name(s): Enochrus",ENOCHR,Numeric,Biological,Count,,
113196 - Hydrobius,"Common name: none, EMS Code(s): HYDBUI, EMS Name(s): Hydrobius",HYDBUI,Numeric,Biological,Count,,
113265 - Staphylinidae,"Common name: rove beetles, EMS Code(s): STAPHY, EMS Name(s): Staphylinidae",STAPHY,Numeric,Biological,Count,,
1138 - Anabaena helicoidea,"Common name: none, EMS Code(s): A.HELI, EMS Name(s): Anabaena helicoidea",A.HELI,Numeric,Biological,Count,,
113924 - Scirtidae,"Common name: marsh beetles, EMS Code(s): SCIRTI, EMS Name(s): Scirtidae",SCIRTI,Numeric,Biological,Count,,
114093 - Elmidae,"Common name: riffle beetles, EMS Code(s): ELMIDA, EMS Name(s): Elmidae",ELMIDA,Numeric,Biological,Count,,
114095 - Stenelmis,"Common name: none, EMS Code(s): STENEL, EMS Name(s): Stenelmis",STENEL,Numeric,Biological,Count,,
1141 - Anabaena limnetica,"Common name: none, EMS Code(s): A.LIMN, EMS Name(s): Anabaena limnetica",A.LIMN,Numeric,Biological,Count,,
114126 - Dubiraphia,"Common name: none, EMS Code(s): DUBIRA, EMS Name(s): Dubiraphia",DUBIRA,Numeric,Biological,Count,,
114137 - Lara,"Common name: none, EMS Code(s): LARA, EMS Name(s): Lara",LARA,Numeric,Biological,Count,,
114142 - Narpus,"Common name: none, EMS Code(s): NARPUS, EMS Name(s): Narpus",NARPUS,Numeric,Biological,Count,,
114164 - Cleptelmis,"Common name: none, EMS Code(s): CLEPTE, EMS Name(s): Cleptelmis",CLEPTE,Numeric,Biological,Count,,
114165 - Cleptelmis ornata,"Common name: none, EMS Code(s): C.ORNA, EMS Name(s): Cleptelmis ornata",C.ORNA,Numeric,Biological,Count,,
114166 - Cleptelmis addenda,"Common name: none, EMS Code(s): CLEP.A, EMS Name(s): Cleptelmis addenda",CLEP.A,Numeric,Biological,Count,,
114167 - Heterlimnius,"Common name: none, EMS Code(s): HETERL, EMS Name(s): Heterlimnius",HETERL,Numeric,Biological,Count,,
114177 - Optioservus,"Common name: none, EMS Code(s): OPTIOS, EMS Name(s): Optioservus",OPTIOS,Numeric,Biological,Count,,
114199 - Rhizelmis nigra,"Common name: none, EMS Code(s): RHIZEN, EMS Name(s): Rhizelmis nigra",RHIZEN,Numeric,Biological,Count,,
114205 - Zaitzevia,"Common name: none, EMS Code(s): ZAITAE, ZAITZE, EMS Name(s): Zaitaevia, Zaitzevia","ZAITAE, ZAITZE",Numeric,Biological,Count,,
114212 - Macronychus,"Common name: none, EMS Code(s): MACRON, EMS Name(s): Macronychus",MACRON,Numeric,Biological,Count,,
114509 - Chrysomelidae,"Common name: leaf beetles, EMS Code(s): CHRMEL, EMS Name(s): Chrysomelidae",CHRMEL,Numeric,Biological,Count,,
1146 - Nostoc,"Common name: none, EMS Code(s): NOSTO, EMS Name(s): Nostoc",NOSTO,Numeric,Biological,Count,,
114666 - Curculionidae,"Common name: weevils, EMS Code(s): CURCUL, EMS Name(s): Curculionidae",CURCUL,Numeric,Biological,Count,,
1147 - Nostoc commune,"Common name: none, EMS Code(s): N.COMM, EMS Name(s): Nostoc commune",N.COMM,Numeric,Biological,Count,,
1149 - Nostoc carneum,"Common name: none, EMS Code(s): N.CARN, EMS Name(s): Nostoc carneum",N.CARN,Numeric,Biological,Count,,
114999 - Neuroptera,"Common name: lacewings, EMS Code(s): NEUROP, EMS Name(s): Neuroptera",NEUROP,Numeric,Biological,Count,,
115001 - Sialidae,"Common name: alderflies, EMS Code(s): SIALID, EMS Name(s): Sialidae",SIALID,Numeric,Biological,Count,,
115002 - Sialis,"Common name: none, EMS Code(s): SIALIS, EMS Name(s): Sialis",SIALIS,Numeric,Biological,Count,,
115023 - Corydalidae,"Common name: dobsonflies, EMS Code(s): CORYDA, EMS Name(s): Corydalidae",CORYDA,Numeric,Biological,Count,,
115085 - Sisyridae,"Common name: spongillaflies, EMS Code(s): SISYRI, EMS Name(s): Sisyridae",SISYRI,Numeric,Biological,Count,,
115095 - Trichoptera,"Common name: caddisflies, EMS Code(s): TRICHO, EMS Name(s): Trichoptera",TRICHO,Numeric,Biological,Count,,
115096 - Rhyacophilidae,"Common name: primitive caddisflies, EMS Code(s): RHYACO, EMS Name(s): Rhyacophilidae",RHYACO,Numeric,Biological,Count,,
115097 - Rhyacophila,"Common name: none, EMS Code(s): RHYAC, R.VB.G, EMS Name(s): Rhyacophila, Rhyacophila brunnea/vemna Group","RHYAC, R.VB.G",Numeric,Biological,Count,,
115099 - Rhyacophila angelita,"Common name: none, EMS Code(s): R.AN.G, EMS Name(s): Rhyacophila Angelita Group",R.AN.G,Numeric,Biological,Count,,
115101 - Rhyacophila betteni,"Common name: none, EMS Code(s): R.BE.G, RHYBGA, RHYBGB, EMS Name(s): Rhyacophila Betteni Group, Rhyacophila betteni group A, Rhyacophila betteni group B","R.BE.G, RHYBGA, RHYBGB",Numeric,Biological,Count,,
115105 - Rhyacophila grandis,"Common name: none, EMS Code(s): R.GRAN, EMS Name(s): Rhyacophila grandis",R.GRAN,Numeric,Biological,Count,,
115111 - Rhyacophila nevadensis,"Common name: none, EMS Code(s): R.NEVG, EMS Name(s): Rhyacophila nevadensis group",R.NEVG,Numeric,Biological,Count,,
115117 - Rhyacophila rotunda,"Common name: none, EMS Code(s): R.RO.G, EMS Name(s): Rhyacophila Rotunda Group",R.RO.G,Numeric,Biological,Count,,
115125 - Rhyacophila verrula,"Common name: none, EMS Code(s): R.V.G., EMS Name(s): Rhyacophila verrula group",R.V.G.,Numeric,Biological,Count,,
115146 - Rhyacophila atrata,"Common name: none, EMS Code(s): R.ATRA, EMS Name(s): Rhyacophila atrata complex",R.ATRA,Numeric,Biological,Count,,
115151 - Rhyacophila brunnea,"Common name: none, EMS Code(s): R.BR.G, EMS Name(s): Rhyacophila Brunnea Group",R.BR.G,Numeric,Biological,Count,,
115152 - Rhyacophila vagrita,"Common name: none, EMS Code(s): R.VAGR, EMS Name(s): Rhyacophila vagrita",R.VAGR,Numeric,Biological,Count,,
115155 - Rhyacophila narvae,"Common name: none, EMS Code(s): R.NARV, EMS Name(s): Rhyacophila narvae",R.NARV,Numeric,Biological,Count,,
115156 - Rhyacophila coloradensis,"Common name: none, EMS Code(s): R.CO.G, EMS Name(s): Rhyacophila Coloradensis Group",R.CO.G,Numeric,Biological,Count,,
115159 - Rhyacophila hyalinata,"Common name: none, EMS Code(s): R.HY.G, EMS Name(s): Rhyacophila Hyalinata Group",R.HY.G,Numeric,Biological,Count,,
115163 - Rhyacophila alberta,"Common name: none, EMS Code(s): R.AL.G, EMS Name(s): Rhyacophila Alberta Group",R.AL.G,Numeric,Biological,Count,,
115165 - Rhyacophila arnaudi,"Common name: none, EMS Code(s): R.ARNA, EMS Name(s): Rhyacophila arnaudi",R.ARNA,Numeric,Biological,Count,,
115181 - Rhyacophila malkini,"Common name: none, EMS Code(s): R.MALK, EMS Name(s): Rhyacophila malkini",R.MALK,Numeric,Biological,Count,,
115194 - Rhyacophila vetina,"Common name: none, EMS Code(s): RVCOMP, EMS Name(s): Rhyacophila vetina complex",RVCOMP,Numeric,Biological,Count,,
115197 - Rhyacophila vofixa,"Common name: none, EMS Code(s): R.VO.G, EMS Name(s): Rhyacophila vofixa group",R.VO.G,Numeric,Biological,Count,,
115236 - Culoptila,"Common name: none, EMS Code(s): CULOPT, EMS Name(s): Culoptila",CULOPT,Numeric,Biological,Count,,
115243 - Himalopsyche,"Common name: none, EMS Code(s): HIMALO, EMS Name(s): Himalopsyche",HIMALO,Numeric,Biological,Count,,
115257 - Philopotamidae,"Common name: finger-net caddisflies, EMS Code(s): PHILOP, EMS Name(s): Philopotamidae",PHILOP,Numeric,Biological,Count,,
115258 - Wormaldia,"Common name: none, EMS Code(s): WORMAL, EMS Name(s): Wormaldia",WORMAL,Numeric,Biological,Count,,
115273 - Chimarra,"Common name: none, EMS Code(s): CHIMAR, EMS Name(s): Chimarra",CHIMAR,Numeric,Biological,Count,,
115319 - Dolophilodes,"Common name: none, EMS Code(s): DOLOPH, EMS Name(s): Dolophilodes",DOLOPH,Numeric,Biological,Count,,
115335 - Psychomyia,"Common name: none, EMS Code(s): PSYYIA, EMS Name(s): Psychomyia",PSYYIA,Numeric,Biological,Count,,
115398 - Hydropsychidae,"Common name: net-spinning caddisflies, EMS Code(s): HYDROP, EMS Name(s): Hydropsychidae",HYDROP,Numeric,Biological,Count,,
115408 - Cheumatopsyche,"Common name: none, EMS Code(s): CHEUMA, EMS Name(s): Cheumatopsyche",CHEUMA,Numeric,Biological,Count,,
115453 - Hydropsyche,"Common name: none, EMS Code(s): HYDPSY, EMS Name(s): Hydropsyche",HYDPSY,Numeric,Biological,Count,,
115529 - Arctopsyche,"Common name: none, EMS Code(s): ARCTOP, EMS Name(s): Arctopsyche",ARCTOP,Numeric,Biological,Count,,
115530 - Arctopsyche grandis,"Common name: none, EMS Code(s): A.GRAN, EMS Name(s): Arctopsyche grandis",A.GRAN,Numeric,Biological,Count,,
115556 - Parapsyche,"Common name: none, EMS Code(s): PARAPS, EMS Name(s): Parapsyche",PARAPS,Numeric,Biological,Count,,
115560 - Parapsyche elsis,"Common name: none, EMS Code(s): P.ELSI, EMS Name(s): Parapsyche elsis",P.ELSI,Numeric,Biological,Count,,
115563 - Parapsyche almota,"Common name: none, EMS Code(s): P.ALMO, EMS Name(s): Parapsyche almota",P.ALMO,Numeric,Biological,Count,,
115570 - Ceratopsyche,"Common name: none, EMS Code(s): CERPSY, EMS Name(s): Ceratopsyche",CERPSY,Numeric,Biological,Count,,
115629 - Hydroptilidae,"Common name: micro-caddisflies, EMS Code(s): HYDTIL, EMS Name(s): Hydroptilidae",HYDTIL,Numeric,Biological,Count,,
115635 - Agraylea,"Common name: none, EMS Code(s): AGRAYL, EMS Name(s): Agraylea",AGRAYL,Numeric,Biological,Count,,
115641 - Hydroptila,"Common name: none, EMS Code(s): HYDILA, EMS Name(s): Hydroptila",HYDILA,Numeric,Biological,Count,,
115714 - Ochrotrichia,"Common name: none, EMS Code(s): OCHROT, EMS Name(s): Ochrotrichia",OCHROT,Numeric,Biological,Count,,
115779 - Oxyethira,"Common name: none, EMS Code(s): OXYETH, EMS Name(s): Oxyethira",OXYETH,Numeric,Biological,Count,,
115828 - Orthotrichia,"Common name: none, EMS Code(s): ORTHOT, EMS Name(s): Orthotrichia",ORTHOT,Numeric,Biological,Count,,
115833 - Neotrichia,"Common name: none, EMS Code(s): NEOTRI, EMS Name(s): Neotrichia",NEOTRI,Numeric,Biological,Count,,
115867 - Phryganeidae,"Common name: large caddisflies, EMS Code(s): PHRYGA, EMS Name(s): Phryganeidae",PHRYGA,Numeric,Biological,Count,,
115892 - Phryganea,"Common name: none, EMS Code(s): PHRYG, EMS Name(s): Phryganea",PHRYG,Numeric,Biological,Count,,
115907 - Cryptochia,"Common name: none, EMS Code(s): CRYHIA, EMS Name(s): Cryptochia",CRYHIA,Numeric,Biological,Count,,
115933 - Limnephilidae,"Common name: northern caddisflies, EMS Code(s): LIMNEP, EMS Name(s): Limnephilidae",LIMNEP,Numeric,Biological,Count,,
115935 - Apatania,"Common name: none, EMS Code(s): APATAN, EMS Name(s): Apatania",APATAN,Numeric,Biological,Count,,
115972 - Pedomoecus,"Common name: none, EMS Code(s): PEDOMO, EMS Name(s): Pedomoecus",PEDOMO,Numeric,Biological,Count,,
115973 - Pedomoecus sierra,"Common name: none, EMS Code(s): P.SIER, EMS Name(s): Pedomoecus sierra",P.SIER,Numeric,Biological,Count,,
115974 - Psychoglypha,"Common name: none, EMS Code(s): PSYPHA, EMS Name(s): Psychoglypha",PSYPHA,Numeric,Biological,Count,,
115998 - Hydatophylax hesperus,"Common name: none, EMS Code(s): H.HESP, EMS Name(s): Hydatophylax hesperus",H.HESP,Numeric,Biological,Count,,
116001 - Hesperophylax,"Common name: none, EMS Code(s): HESLAX, EMS Name(s): Hesperophylax",HESLAX,Numeric,Biological,Count,,
116013 - Clostoeca,"Common name: none, EMS Code(s): CLOSTO, EMS Name(s): Clostoeca",CLOSTO,Numeric,Biological,Count,,
116017 - Chyranda,"Common name: none, EMS Code(s): CHYRAN, EMS Name(s): Chyranda",CHYRAN,Numeric,Biological,Count,,
116025 - Ecclisomyia,"Common name: none, EMS Code(s): ECCYIA, EMS Name(s): Ecclisomyia",ECCYIA,Numeric,Biological,Count,,
116030 - Glyphopsyche,"Common name: none, EMS Code(s): GLYPHO, EMS Name(s): Glyphopsyche",GLYPHO,Numeric,Biological,Count,,
116039 - Oligophlebodes,"Common name: none, EMS Code(s): OLIPHL, EMS Name(s): Oligophlebodes",OLIPHL,Numeric,Biological,Count,,
116046 - Neophylax,"Common name: none, EMS Code(s): NEOPHY, EMS Name(s): Neophylax",NEOPHY,Numeric,Biological,Count,,
116069 - Limnephilus,"Common name: none, EMS Code(s): LIMLUS, EMS Name(s): Limnephilus",LIMLUS,Numeric,Biological,Count,,
116265 - Dicosmoecus,"Common name: none, EMS Code(s): DICOSM, EMS Name(s): Dicosmoecus",DICOSM,Numeric,Biological,Count,,
116286 - Homophylax,"Common name: none, EMS Code(s): HOMOPH, EMS Name(s): Homophylax",HOMOPH,Numeric,Biological,Count,,
116298 - Goeracea,"Common name: none, EMS Code(s): GOERAC, EMS Name(s): Goeracea sp.",GOERAC,Numeric,Biological,Count,,
11630 - Audouinella,"Common name: none, EMS Code(s): AUDOUI, A.VIOL, EMS Name(s): Audouinella, Audouinella violacea","AUDOUI, A.VIOL",Numeric,Biological,Count,,
116315 - Onocosmoecus,"Common name: none, EMS Code(s): ONOCOS, EMS Name(s): Onocosmoecus",ONOCOS,Numeric,Biological,Count,,
116340 - Ecclisocosmoecus,"Common name: none, EMS Code(s): ECCCUS, EMS Name(s): Ecclisocosmoecus",ECCCUS,Numeric,Biological,Count,,
116342 - Ecclisocosmoecus scylla,"Common name: none, EMS Code(s): E.SCYL, EMS Name(s): Ecclisocosmoecus scylla",E.SCYL,Numeric,Biological,Count,,
116388 - Neothremma,"Common name: none, EMS Code(s): NEOTHR, EMS Name(s): Neothremma",NEOTHR,Numeric,Biological,Count,,
116401 - Rossiana,"Common name: none, EMS Code(s): ROSSIA, EMS Name(s): Rossiana",ROSSIA,Numeric,Biological,Count,,
116434 - Nemotaulius hostilis,"Common name: none, EMS Code(s): NEMO.H, EMS Name(s): Nemotaulius hostilis",NEMO.H,Numeric,Biological,Count,,
116438 - Allomyia,"Common name: none, EMS Code(s): ALLOMY, ALLOPE, EMS Name(s): Allomyia, Alloperia","ALLOMY, ALLOPE",Numeric,Biological,Count,,
116538 - Heteroplectron californicum,"Common name: none, EMS Code(s): H.CALI, EMS Name(s): Heteroplectron californicum",H.CALI,Numeric,Biological,Count,,
116547 - Leptoceridae,"Common name: long-horn caddisflies, EMS Code(s): LEPTOC, EMS Name(s): Leptoceridae",LEPTOC,Numeric,Biological,Count,,
116598 - Mystacides,"Common name: none, EMS Code(s): MYSTAC, EMS Name(s): Mystacides",MYSTAC,Numeric,Biological,Count,,
116607 - Oecetis,"Common name: none, EMS Code(s): OECETI, EMS Name(s): Oecetis",OECETI,Numeric,Biological,Count,,
11665 - Batrachospermum,"Common name: none, EMS Code(s): BATRA, EMS Name(s): Batrachospermum",BATRA,Numeric,Biological,Count,,
116651 - Nectopsyche,"Common name: none, EMS Code(s): NECTOP, EMS Name(s): Nectopsyche",NECTOP,Numeric,Biological,Count,,
116684 - Ceraclea,"Common name: none, EMS Code(s): CERACL, CERAST, EMS Name(s): Ceraclea, Cerasterias sp.","CERACL, CERAST",Numeric,Biological,Count,,
116793 - Lepidostomatidae,"Common name: none, EMS Code(s): LEPSTO, EMS Name(s): Lepidostomatidae",LEPSTO,Numeric,Biological,Count,,
116794 - Lepidostoma,"Common name: none, EMS Code(s): LEPOMA, EMS Name(s): Lepidostoma",LEPOMA,Numeric,Biological,Count,,
116897 - Theliopsyche,"Common name: none, EMS Code(s): THELIO, EMS Name(s): Theliopsyche",THELIO,Numeric,Biological,Count,,
116905 - Brachycentridae,"Common name: none, EMS Code(s): BRACHY, EMS Name(s): Brachycentridae",BRACHY,Numeric,Biological,Count,,
116906 - Brachycentrus,"Common name: none, EMS Code(s): BRACEN, EMS Name(s): Brachycentrus",BRACEN,Numeric,Biological,Count,,
116912 - Brachycentrus americanus,"Common name: none, EMS Code(s): B.AMER, EMS Name(s): Brachycentrus americanus",B.AMER,Numeric,Biological,Count,,
116918 - Brachycentrus occidentalis,"Common name: none, EMS Code(s): B.OCCI, EMS Name(s): Brachycentrus occidentalis",B.OCCI,Numeric,Biological,Count,,
116934 - Amiocentrus aspilus,"Common name: none, EMS Code(s): A.ASPI, EMS Name(s): Amiocentrus aspilus",A.ASPI,Numeric,Biological,Count,,
116958 - Micrasema,"Common name: none, EMS Code(s): MICRAS, EMS Name(s): Micrasema",MICRAS,Numeric,Biological,Count,,
116969 - Micrasema gelidum,"Common name: none, EMS Code(s): MICRAG, EMS Name(s): Micrasema gelidum",MICRAG,Numeric,Biological,Count,,
117016 - Helicopsyche,"Common name: none, EMS Code(s): HELPSY, EMS Name(s): Helicopsyche",HELPSY,Numeric,Biological,Count,,
117043 - Polycentropodidae,"Common name: none, EMS Code(s): POLYCE, EMS Name(s): Polycentropodidae",POLYCE,Numeric,Biological,Count,,
117044 - Polycentropus,"Common name: none, EMS Code(s): POLTRO, EMS Name(s): Polycentropus",POLTRO,Numeric,Biological,Count,,
117095 - Neureclipsis,"Common name: none, EMS Code(s): NEUREC, EMS Name(s): Neureclipsis",NEUREC,Numeric,Biological,Count,,
117120 - Glossosomatidae,"Common name: none, EMS Code(s): GLOSSO, EMS Name(s): Glossosomatidae",GLOSSO,Numeric,Biological,Count,,
117121 - Agapetus,"Common name: none, EMS Code(s): AGAPET, EMS Name(s): Agapetus",AGAPET,Numeric,Biological,Count,,
117154 - Anagapetus,"Common name: none, EMS Code(s): ANAGAP, EMS Name(s): Anagapetus",ANAGAP,Numeric,Biological,Count,,
117159 - Glossosoma,"Common name: none, EMS Code(s): GLOOMA, EMS Name(s): Glossosoma",GLOOMA,Numeric,Biological,Count,,
117232 - Lepidoptera,"Common name: butterflies, moths, EMS Code(s): LEPIDO, EMS Name(s): Lepidoptera",LEPIDO,Numeric,Biological,Count,,
1175 - Pseudanabaena,"Common name: none, EMS Code(s): PSEUDA, EMS Name(s): Pseudanabaena",PSEUDA,Numeric,Biological,Count,,
117641 - Pyralidae,"Common name: snout moths, EMS Code(s): PYRALI, EMS Name(s): Pyralidae",PYRALI,Numeric,Biological,Count,,
117682 - Petrophila,"Common name: none, EMS Code(s): PETROP, EMS Name(s): Petrophila",PETROP,Numeric,Biological,Count,,
1177 - Pseudanabaena catenata,"Common name: none, EMS Code(s): P.CATE, EMS Name(s): Pseudanabaena catenata",P.CATE,Numeric,Biological,Count,,
118831 - Diptera,"Common name: true flies, EMS Code(s): DIPTER, UID DP, EMS Name(s): Diptera, UID Diptera","DIPTER, UID DP",Numeric,Biological,Count,,
118832 - Nematocera,"Common name: long-horned flies, EMS Code(s): TIPULO, EMS Name(s): Tipuloidea",TIPULO,Numeric,Biological,Count,,
118840 - Tipulidae,"Common name: none, EMS Code(s): TIPULI, EMS Name(s): Tipulidae",TIPULI,Numeric,Biological,Count,,
119037 - Tipula,"Common name: none, EMS Code(s): TIPULA, EMS Name(s): Tipula",TIPULA,Numeric,Biological,Count,,
119041 - Tipula abdominalis,"Common name: none, EMS Code(s): T.ABDO, EMS Name(s): Tipula abdominalis",T.ABDO,Numeric,Biological,Count,,
1191 - Aphanizomenon,"Common name: none, EMS Code(s): APHAN, EMS Name(s): Aphanizomenon",APHAN,Numeric,Biological,Count,,
119656 - Antocha,"Common name: none, EMS Code(s): ANTOCH, EMS Name(s): Antocha",ANTOCH,Numeric,Biological,Count,,
119660 - Antocha monticola,"Common name: none, EMS Code(s): ANTOCM, EMS Name(s): Antocha monticola",ANTOCM,Numeric,Biological,Count,,
1197 - Cylindrospermum,"Common name: none, EMS Code(s): CYLINS, EMS Name(s): Cylindrospermum",CYLINS,Numeric,Biological,Count,,
120081 - Epiphragma,"Common name: none, EMS Code(s): EPIPHR, EMS Name(s): Epiphragma",EPIPHR,Numeric,Biological,Count,,
120094 - Hexatoma,"Common name: none, EMS Code(s): HEXATO, EMS Name(s): Hexatoma",HEXATO,Numeric,Biological,Count,,
1204579 - Bothrioneodermata,"Common name: none, EMS Code(s): C.ROST, EMS Name(s): Chaemaesiphon rostafinskii",C.ROST,Numeric,Biological,Count,,
1204731 - Cladoceromorpha,"Common name: water fleas, EMS Code(s): UID CD, UID CL, EMS Name(s): UID Cladocera, UID Cladoceran","UID CD, UID CL",Numeric,Biological,Count,,
120640 - Gonomyia,"Common name: none, EMS Code(s): GONOM, EMS Name(s): Gonomyia",GONOM,Numeric,Biological,Count,,
120722 - Gonomyodes,"Common name: none, EMS Code(s): GONOMY, EMS Name(s): Gonomyodes",GONOMY,Numeric,Biological,Count,,
120732 - Hesperoconopa,"Common name: none, EMS Code(s): HESPER, EMS Name(s): Hesperoconopa",HESPER,Numeric,Biological,Count,,
120758 - Molophilus,"Common name: none, EMS Code(s): MOLOPH, EMS Name(s): Molophilus",MOLOPH,Numeric,Biological,Count,,
