"Code","Name","Scope","Type"
"107137","107137, PETRONAS Energy Canada Ltd.",NA,"Authorization"
"107139","107139, Nexen Energy ULC",NA,"Authorization"
"10714","10714, PETRO-CANADA","Petroleum Storage","Authorization"
"107145","107145, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"107146","107146, 50th Parallel Estate Inc.",NA,"Authorization"
"107149","107149, Horizon North Logistics Inc.",NA,"Authorization"
"107155","107155, MOLYCOP LTD. AND 1100739 B.C. LTD. MOLY-COP CANADA","Metal Processing and Metal Products Manufacturing Industry","Authorization"
"107159","107159, M & K READY MIX INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107164","107164, VILLAGE OF KASLO",NA,"Authorization"
"107167","107167, GRANITE POINTE GOLF & RECREATION SOCIETY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107168","107168, SYLVIS Environmental Services Inc. and Gordon Garthwaite",NA,"Authorization"
"107169","107169, C & A MINK RANCH LTD. OK RANCH, A DIVISION OF C & A MINK RANCH LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107170","107170, KOOCANUSA UTILITY COMPANY LTD.","Municipal Sewage Management","Authorization"
"107173","107173, GOAT RIVER FARMS LTD.",NA,"Authorization"
"107174","107174, CITY OF KIMBERLEY","Burning of Vegetative Debris","Authorization"
"107179","107179, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"107185","107185, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107187","107187, PETRONAS Energy Canada Ltd.",NA,"Authorization"
"107188","107188, Laszlo Meszaros and Ilona Meszaros",NA,"Authorization"
"107189","107189, WASTECH SERVICES INC. AND VILLAGE OF CACHE CREEK CAMPBELL HILL LANDFILL","Municipal Solid Waste Management","Authorization"
"107192","107192, WEST FRASER MILLS LTD. CHETWYND FOREST INDUSTRIES","Wood Processing Industry - Secondary","Authorization"
"107194","107194, LONG HOH ENTERPRISES CANADA LTD.","Wood Processing Industry - Primary","Authorization"
"107201","107201, Bylands Nurseries Ltd.",NA,"Authorization"
"107202","107202, Black Swan Energy Ltd.",NA,"Authorization"
"107204","107204, CRT Construction Inc. and EBC Inc. doing business as
CRT-EBC, S.E.N.C",NA,"Authorization"
"107208","107208, Adel Carew - DBA NEWTERRA LTD. NEWTERRA LTD.","Municipal Sewage Management","Authorization"
"107209","107209, RICHMOND STEEL RECYCLING LIMITED","Vehicle Dismantling and Recycling Industry","Authorization"
"10721","10721, SWANESET BAY GOLF COURSE LTD.","Municipal Sewage Management","Authorization"
"107211","107211, Courtney Anderson - DBA","Slaughter IndustryCode of Practice for the Slaughter and Poultry Processing Industries","Authorization"
"107212","107212, SIDHU & SONS NURSERY LTD.",NA,"Authorization"
"107213","107213, PACIFIC SITE CONSTRUCTORS INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107214","107214, Martin Heuston - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107216","107216, Kenneth Langston - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107227","107227, OK Matting Inc.",NA,"Authorization"
"107228","107228, Tourmaline Oil Corp.",NA,"Authorization"
"107229","107229, Tom Bouma - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107230","107230, Doug White - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107231","107231, Altagas Holdings Inc.",NA,"Authorization"
"107233","107233, TOURMALINE OIL CORP.",NA,"Authorization"
"107236","107236, PENGROWTH ENERGY CORPORATION doing business as
oil and gas company",NA,"Authorization"
"107237","107237, ARC RESOURCES LTD.",NA,"Authorization"
"107239","107239, TOURMALINE OIL CORP.",NA,"Authorization"
"10724","10724, HERRIDGE TRUCKING & SAWMILLING LTD.","Wood Processing Industry - Primary","Authorization"
"107241","107241, ZARGON OIL & GAS LTD.",NA,"Authorization"
"107244","107244, Bylands Nurseries Ltd.",NA,"Authorization"
"107245","107245, PETRONAS Energy Canada Ltd.",NA,"Authorization"
"107246","107246, STEELMAN AUTO & RECYCLE LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107247","107247, Hardial Bhabra - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107249","107249, ARC ASPHALT RECYCLING INC.","Asphalt Plant Industry","Authorization"
"107250","107250, Jo Buckland - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107251","107251, UNIVERSITY OF NORTHERN BRITISH COLUMBIA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107253","107253, TMBC TreatMed BC Inc. doing business as
TreatMed",NA,"Authorization"
"107256","107256, Devon Jollimore - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107258","107258, Svea Menard - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107259","107259, Laura Katelnikoff - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107265","107265, Brian Surina",NA,"Authorization"
"107268","107268, Brian Jack - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107269","107269, Robert Manwell - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"10727","10727, CAMBIE CEDAR PRODUCTS LTD.",NA,"Authorization"
"107271","107271, Heather Burns - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107273","107273, Jay Mykietyn - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107274","107274, Adam Arnold - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107275","107275, Robert Gerard - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107277","107277, COEUR SILVERTIP HOLDINGS LTD.","Mining and Coal Mining Industry","Authorization"
"10728","10728, THE ALBERNI DISTRICT COOPERATIVE ASSOCIATION",NA,"Authorization"
"107282","107282, GARY YOUNG AGENCIES LTD.","Petroleum Storage","Authorization"
"107283","107283, PHOENIX ENTERPRISES LTD.","Hazardous Waste Management","Authorization"
"107286","107286, CREW ENERGY INC.",NA,"Authorization"
"107287","107287, CREW ENERGY INC.",NA,"Authorization"
"107289","107289, CITY OF FERNIE","Composting Operations","Authorization"
"107291","107291, Dave Ingham - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107293","107293, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"107294","107294, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"107295","107295, Ridgeback Resources Inc",NA,"Authorization"
"107298","107298, TECK COAL LIMITED","Mining and Coal Mining Industry","Authorization"
"10730","10730, EAGLE POINT GOLF & COUNTRY CLUB LTD.",NA,"Authorization"
"107300","107300, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107306","107306, David Trehune - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107307","107307, Susan Wallach - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"10731","10731, MINISTRY OF ENVIRONMENT, BC PARKS","Municipal Sewage Management","Authorization"
"107310","107310, STEELMAN AUTO & RECYCLE LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107313","107313, Kyle James - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107315","107315, Marie-Odile Amiet - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107319","107319, Rich Shypitka - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107324","107324, WEST FRASER MILLS LTD. QUESNEL RIVER PULP COMPANY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107326","107326, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"107328","107328, WEST FRASER MILLS LTD. QUESNEL RIVER PULP COMPANY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107330","107330, PRETIUM EXPLORATION INC.","Mining and Coal Mining Industry","Authorization"
"107331","107331, Karl Den Boer - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107340","107340, BLEWETT ACRES LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107341","107341, Rory Lindsay - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107348","107348, GAMBRINUS MALTING CORPORATION","Composting Operations","Authorization"
"107350","107350, NANAIMO FOREST PRODUCTS LTD. HARMAC PACIFIC","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107351","107351, Garrett Street - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107353","107353, John Forlin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107354","107354, CITY OF KIMBERLEY","Burning of Vegetative Debris","Authorization"
"107356","107356, COLUMBIA GARDENS RELOAD LTD.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107357","107357, Ron Lee - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107358","107358, Rick Campbell - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107361","107361, Mary Harrison - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107362","107362, THE OWNERS, STRATA PLAN EPS 2214 HYDE CANYON STRATA","Municipal Sewage Management","Authorization"
"107365","107365, GFL ENVIRONMENTAL SERVICES INC.",NA,"Authorization"
"107368","107368, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107369","107369, LAVINGTON PELLET INC.","Wood Processing Industry - Secondary","Authorization"
"107370","107370, GOERTZEN HOLDINGS (1976) LTD.","Municipal Sewage Management","Authorization"
"107373","107373, Burnco Rock Products Ltd.",NA,"Authorization"
"107375","107375, Burnco Rock Products Ltd.",NA,"Authorization"
"107376","107376, Canlin Energy Corporation",NA,"Authorization"
"107377","107377, PACIFIC TRAIL PIPELINES MANAGEMENT INC.","Municipal Sewage Management","Authorization"
"107379","107379, Pacific Canbriam Energy Limited",NA,"Authorization"
"107382","107382, PROACTIVE HAZMAT AND ENVIRONMENTAL LTD. PROACTIVE HAZMAT","Hazardous Waste Management","Authorization"
"107384","107384, Paul Dawson - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107387","107387, Bert Franks - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107388","107388, ARC RESOURCES Ltd.",NA,"Authorization"
"107389","107389, ARC RESOURCES Ltd.",NA,"Authorization"
"107390","107390, Saguaro Resources Ltd",NA,"Authorization"
"107391","107391, DENON PERFORMANCE PRODUCTS INC.","Vehicle Dismantling and Recycling Industry","Authorization"
"107392","107392, ALBERNI FOUNDRY LIMITED","Vehicle Dismantling and Recycling Industry","Authorization"
"107394","107394, BOREAS COAL LIMITED GLENCORE (A COAL MINE DEVELOPER)","Mining and Coal Mining Industry","Authorization"
"107396","107396, Gordon Garthwaite",NA,"Authorization"
"107400","107400, Air Liquide Canada Inc.",NA,"Authorization"
"107403","107403, Sun-Rype Products Ltd.",NA,"Authorization"
"107404","107404, Willem VanSpronsen - DBA WILL'S SALVAGE WILL'S SALVAGE","Vehicle Dismantling and Recycling Industry","Authorization"
"107405","107405, Paul Hulshoff - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107406","107406, Ryan Barron - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107409","107409, Auchter Petroleum Inc.",NA,"Authorization"
"107411","107411, WEST FRASER MILLS LTD. QUESNEL RIVER PULP COMPANY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107412","107412, TECK RESOURCES LIMITED TECK COAL LIMITED, COAL MOUNTAIN OPERATIONS","Mining and Coal Mining Industry","Authorization"
"107413","107413, Lillian Seib - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107414","107414, STEEP ISLAND LODGE, INC.","Municipal Sewage Management","Authorization"
"107417","107417, SAFETY-KLEEN CANADA INC.","Hazardous Waste Management","Authorization"
"107423","107423, MEADOW CREEK FOREST PRODUCTS LTD.","Wood Processing Industry - Primary","Authorization"
"107425","107425, Diacarbon Energy Inc.",NA,"Authorization"
"107427","107427, MINISTRY OF FORESTS, LANDS AND NATURAL RESOURCE OPERATIONS, CROWN LAND OPPORTUNITIES AND RESTORATION BRANCH, CROWN CONTAMINATED SITES PROGRAM","Contaminated Site Contaminant Management","Authorization"
"107431","107431, Nexen Energy ULC",NA,"Authorization"
"107433","107433, Glen Osbak - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107438","107438, David Bakka - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107439","107439, Victor Doerksen - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107440","107440, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107441","107441, Tim Albert - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107442","107442, TECK COAL LIMITED","Mining and Coal Mining Industry","Authorization"
"107443","107443, TOWN OF CRESTON",NA,"Authorization"
"107444","107444, CRT CONSTRUCTION INC.",NA,"Authorization"
"107448","107448, 0992167 B.C. LTD. DUKE POINT PELLET LP","Wood Processing Industry - Secondary","Authorization"
"107451","107451, VERTEX RESOURCE SERVICES LTD",NA,"Authorization"
"107452","107452, Western Forest Products Inc.",NA,"Authorization"
"107454","107454, UPPER TOBA HYDRO INC.","Burning or Incineration of Waste","Authorization"
"107455","107455, PRODUCT CARE ASSOCIATION OF CANADA","Hazardous Waste Management","Authorization"
"107457","107457, CANADIAN NATURAL RESOURCES",NA,"Authorization"
"107463","107463, Lafarge Canada Inc.",NA,"Authorization"
"107464","107464, AMRIZE CANADA INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107465","107465, AMRIZE CANADA INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107466","107466, AMRIZE CANADA INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107468","107468, AMRIZE CANADA INC.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"107469","107469, SQUAMISH-LILLOOET REGIONAL DISTRICT","Composting Operations","Authorization"
"107471","107471, Sorrento Automotive Ltd.",NA,"Authorization"
"107472","107472, THE CORPORATION OF THE CITY OF GRAND FORKS",NA,"Authorization"
"107475","107475, LANDUS DEVELOPMENT GROUP INC.","Municipal Sewage Management","Authorization"
"107479","107479, TOURMALINE OIL CORP.",NA,"Authorization"
"107481","107481, Joseph Tekeng Jeufack - DBA","Vehicle Dismantling and Recycling Industry","Authorization"
"107484","107484, CHEVRON CANADA LIMITED","Oil and Natural Gas Industry - Large","Authorization"
"107486","107486, Tourmaline Oil Corp.",NA,"Authorization"
"107488","107488, ARROW TRANSPORTATION SYSTEMS INC.",NA,"Authorization"
"107494","107494, Meadow Creek Forest Products Ltd.",NA,"Authorization"
"107495","107495, Norm  Higgins - DBA",NA,"Authorization"
"107496","107496, SMG WOOD PELLET INC. MISSION WOOD PELLET","Wood Processing Industry - Primary","Authorization"
"107497","107497, A.B.C. RECYCLING LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107500","107500, AWA ASPHALT LTD.",NA,"Authorization"
"107508","107508, DEAD METAL RECYCLING INC.","Product Storage - Bulk Solids","Authorization"
"10751","10751, DUVAL POINT LODGE LTD.","Municipal Sewage Management","Authorization"
"107510","107510, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107513","107513, AM-2 Ventures Ltd.",NA,"Authorization"
"107515","107515, CANADIAN NATURAL RESOURCES LIMITED","Municipal Sewage Management","Authorization"
"107516","107516, SHAK'S INTERNATIONAL EXPORT INC.","Vehicle Dismantling and Recycling Industry","Authorization"
"107517","107517, EVR OPERATIONS LIMITED","Mining and Coal Mining Industry","Authorization"
"107519","107519, Larry Herd - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107520","107520, Allen Markin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107521","107521, Camilla Jablonsky - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107527","107527, Painted Pony Energy Ltd.",NA,"Authorization"
"107529","107529, WEST FRASER MILLS LTD. QUESNEL RIVER PULP COMPANY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107530","107530, AM-2 Ventures Ltd.",NA,"Authorization"
"107535","107535, Karlin Coffin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107552","107552, John & Sheila VanVeldhuizen - DBA ARP COLLISION ARP COLLISION","Vehicle Dismantling and Recycling Industry","Authorization"
"107555","107555, AM-2 Ventures Ltd.",NA,"Authorization"
"107565","107565, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"107570","107570, Storm Resources Ltd.",NA,"Authorization"
"107571","107571, BIONORTH ENERGY LIMITED PARTNERSHIP BY ITS GENERAL PARTNER, BIONORTH SERVICES LTD. BIONORTH ENERGY LIMITED PARTNERSHIP","Electrical Power Industry","Authorization"
"10758","10758, R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA","Hazardous Waste Management","Authorization"
"107580","107580, WESTERN FOREST PRODUCTS INC.","Petroleum Storage","Authorization"
"107584","107584, PACIFIC CANBRIAM ENERGY LIMITED",NA,"Authorization"
"107598","107598, NORMTEK RADIATION SERVICES LTD.","Hazardous Waste Management","Authorization"
"107600","107600, TEMBEC INDUSTRIES INC. doing business as
TEMBEC",NA,"Authorization"
"107601","107601, MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE","Municipal Sewage Management","Authorization"
"107605","107605, PEACE RIVER COAL INC.","Mining and Coal Mining Industry","Authorization"
"107606","107606, Robert DeRoy - DBA ME TOO TOWING ME TOO TOWING","Vehicle Dismantling and Recycling Industry","Authorization"
"107608","107608, RB AUTO PARTS LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107612","107612, Rob Lang - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107614","107614, Sun-Rype Products Ltd.",NA,"Authorization"
"107615","107615, STEWART BULK TERMINALS LIMITED","Product Storage - Bulk Solids","Authorization"
"107616","107616, AM-2 Ventures Ltd.",NA,"Authorization"
"107617","107617, WINDSET FARMS (CANADA) LTD.","Agricultural Operations","Authorization"
"107619","107619, SYLVIS ENVIRONMENTAL SERVICES INC., C/O COQUIHALLA CATTLE COMPANY","Municipal Solid Waste Management","Authorization"
"107621","107621, Chinook Energy (2010) Inc.",NA,"Authorization"
"107628","107628, STEWART BULK TERMINALS LIMITED","Contaminated Site Contaminant Management","Authorization"
"107629","107629, SPERLING HANSEN ASSOCIATES INC AND HIGHLANDS BIOCYCLE","Composting Operations","Authorization"
"107631","107631, Regional District of Nanaimo and District of North Cowichan",NA,"Authorization"
"107633","107633, Rancho El Rio Del Sol Farms Ltd.",NA,"Authorization"
"107635","107635, Allout Salvage & Auto Wrecking Ltd.",NA,"Authorization"
"107638","107638, FortisBC Inc. and Columbia Power Corporation",NA,"Authorization"
"107639","107639, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107640","107640, TECK RESOURCES LIMITED","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107641","107641, WEST FRASER MILLS LTD. QUESNEL RIVER PULP COMPANY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107642","107642, WESTERN FOREST PRODUCTS INC. WFP","Industrial Non-hazardous Waste LandfillsCode of Practice for Industrial Non-Hazardous Waste Landfills Incidental to the Wood Processing Industry","Authorization"
"107648","107648, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"10765","10765, LAFARGE CONCRETE A DIVISION OF LAFARGE CANADA INC.",NA,"Authorization"
"107655","107655, Sylvis Environmental Services Inc. c/o Douglas Lake Ranch",NA,"Authorization"
"107658","107658, ABBOTSFORD AUTO RECYCLING LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107660","107660, KIMEA ENERGY INC.","Municipal Sewage Management","Authorization"
"107661","107661, Metro Vancouver and Nicola Ranch",NA,"Authorization"
"107664","107664, CIF COMPOSITES INC.","Plastic and Synthetic Resin Manufacturing Industry","Authorization"
"107666","107666, AC Disposal Services Ltd.",NA,"Authorization"
"10767","10767, MARK ORLAND AND DOBBELAERE, JENNIFER NICHOL DBA SEASCAPE RE WANSTALL - DBA","Municipal Sewage Management","Authorization"
"107670","107670, SOUTH OKANAGAN CONCRETE PRODUCTS LTD.","Concrete and Concrete Products IndustryCode of Practice for the Concrete and Concrete Products Industry","Authorization"
"10768","10768, SAILCONE WILDERNESS FISHING LTD.","Municipal Sewage Management","Authorization"
"107682","107682, Petrowest GP Ltd. doing business as
Petrowest Environmental Services LP",NA,"Authorization"
"107685","107685, DISTRICT OF BARRIERE","Municipal Sewage Management","Authorization"
"107687","107687, RIO TINTO ALCAN INC.","Burning or Incineration of Waste","Authorization"
"107689","107689, UPLAND EXCAVATING LTD.","Municipal Solid Waste Management","Authorization"
"107706","107706, MINISTRY OF FORESTS, LANDS AND NATURAL RESOURCE OPERATIONS, CROWN LAND OPPORTUNITIES AND RESTORATION BRANCH, CROWN CONTAMINATED SITES PROGRAM","Contaminated Site Contaminant Management","Authorization"
"107711","107711, SYLVIS ENVIRONMENTAL SERVICES INC. AND MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE","Composting Operations","Authorization"
"107712","107712, AM-2 Ventures Ltd.",NA,"Authorization"
"107713","107713, AM-2 Ventures Ltd.",NA,"Authorization"
"107716","107716, Patrick McFadden - DBA OLYMPIC TOWING AND SERVICE OLYMPIC TOWING AND SERVICE","Vehicle Dismantling and Recycling Industry","Authorization"
"107721","107721, AMRIZE CANADA INC.","Cement and Lime Manufacturing Industry","Authorization"
"107735","107735, CENTRAL SALVAGE LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107736","107736, Colin Perry - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107744","107744, ENERCAPITA ENERGY LTD.",NA,"Authorization"
"107745","107745, REGIONAL DISTRICT OF EAST KOOTENAY","Municipal Solid Waste Management","Authorization"
"107747","107747, Charlotte Ruechel - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107764","107764, THE ALEZA LAKE RESEARCH FOREST SOCIETY","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107771","107771, Charlotte Ruechel - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107772","107772, ENVIROCON ENVIRONMENTAL SERVICES, ULC","Contaminated Site Contaminant Management","Authorization"
"107773","107773, SORRENTO AUTOMOTIVE LTD.","Vehicle Dismantling and Recycling Industry","Authorization"
"107777","107777, WEST FRASER MILLS LTD","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107783","107783, PHOENIX COPPER COMPANY INC.","Mining and Coal Mining Industry","Authorization"
"107786","107786, CERTAINTEED CANADA, INC.","Product Storage - Bulk Solids","Authorization"
"107797","107797, TECK COAL LIMITED","Contaminated Site Contaminant Management","Authorization"
"107799","107799, George Harshenin - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107800","107800, Gary Burns - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107805","107805, Brian Jack - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107806","107806, Tom Bouma - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107807","107807, LOUISIANA-PACIFIC OSB GP CORP.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107809","107809, FORTISBC ENERGY INC.",NA,"Authorization"
"107811","107811, Chris Duncan - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107812","107812, Brian Warnke - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107813","107813, Ron Allibone - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107814","107814, Laura Graham - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107815","107815, Darren McElhinney - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107817","107817, Joseph Wyatt - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107818","107818, Ron Allibone - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107819","107819, POWER PAVING LTD.",NA,"Authorization"
"107820","107820, Robert Gerard - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107821","107821, Steven Hatt - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107822","107822, Gary Batting - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107823","107823, Darlene Burrell - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107824","107824, Richard Benbow - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107829","107829, Linda Verishine - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107835","107835, PRETIUM RESOURCES INC.","Mining and Coal Mining Industry","Authorization"
"107838","107838, CCON Metals Inc.",NA,"Authorization"
"107842","107842, Melanie Hebert - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107844","107844, Daniel Rondeau - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107845","107845, Chris Burkart - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107846","107846, IMASCO MINERALS INC.","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107849","107849, ROYAL CAMP SERVICES LTD.","Municipal Sewage Management","Authorization"
"107853","107853, COLAS WESTERN CANADA INC. TERUS CONSTRUCTION","Asphalt Plant Industry","Authorization"
"107857","107857, ROYAL CAMP SERVICES LTD.","Municipal Sewage Management","Authorization"
"107861","107861, WEST FRASER MILLS LTD. FRASER LAKE SAWMILLS, A DIVISION OF WEST FRASER MILLS LTD.","Wood Processing Industry - Primary","Authorization"
"107865","107865, TOURMALINE OIL CORP.",NA,"Authorization"
"107866","107866, PETRONAS ENERGY CANADA LTD.",NA,"Authorization"
"107868","107868, Atrum Coal Groundhog Inc.",NA,"Authorization"
"107871","107871, Vern Thomson - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107872","107872, Gord Darrah - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107873","107873, NANAIMO FOREST PRODUCTS LTD. HARMAC PACIFIC","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107874","107874, NANAIMO FOREST PRODUCTS LTD. HARMAC PACIFIC","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107877","107877, GRANDVIEW BLACKTOP LTD.","Asphalt Plant Industry","Authorization"
"107879","107879, Marla Galloway - DBA","Soil Enhancement Using WastesCode of Practice for Soil Amendments","Authorization"
"107880","107880, FUSE ENVIRO LTD.","Hazardous Waste Management","Authorization"
"107881","107881, FUSE ENVIRO LTD.","Hazardous Waste Management","Authorization"
"107883","107883, FUSE ENVIRO LTD.","Hazardous Waste Management","Authorization"
"107884","107884, FUSE ENVIRO LTD.","Hazardous Waste Management","Authorization"
"107886","107886, TOQUAHT NATION","Municipal Sewage Management","Authorization"
