"Code","Name","Scope","Type"
"17341","17341, SHELL CANADA PRODUCTS LIMITED",NA,"Authorization"
"17342","17342, GRIEG SEAFOODS BC LTD.",NA,"Authorization"
"17343","17343, WESTERN FOREST PRODUCTS INC.","Wood Processing Industry - Primary","Authorization"
"17347","17347, R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA","Deep Well Disposal","Authorization"
"1735","1735, TOWN OF QUALICUM BEACH",NA,"Authorization"
"17352","17352, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17354","17354, SKANSKA-CHANT JOINT VENTURE",NA,"Authorization"
"17355","17355, MARINE HARVEST CANADA",NA,"Authorization"
"17357","17357, INTERNATIONAL COMPOSTING CORPORATION","Composting Operations","Authorization"
"17360","17360, RIVERSIDE NATURAL MEATS LTD",NA,"Authorization"
"17362","17362, MARINE HARVEST CANADA",NA,"Authorization"
"17364","17364, HEE-LA-DEE INDUSTRIAL CORPORATION","Wood Processing Industry - Primary","Authorization"
"17367","17367, CITY OF ARMSTRONG","Composting Operations","Authorization"
"17370","17370, NTE ENERGY CANADA LTD.",NA,"Authorization"
"17372","17372, REGIONAL DISTRICT OF EAST KOOTENAY","Municipal Sewage Management","Authorization"
"17373","17373, MARINE HARVEST CANADA",NA,"Authorization"
"17375","17375, JF BIOENERGY INC",NA,"Authorization"
"17382","17382, TOWN OF LADYSMITH","Composting Operations","Authorization"
"17386","17386, CCS Corporation",NA,"Authorization"
"17387","17387, HAULMOR SAND & GRAVEL LTD.",NA,"Authorization"
"17388","17388, WEST ISLE RESOURCES RENEWAL LTD. doing business as
Earth Land and Sea Compost",NA,"Authorization"
"17394","17394, IMPERIAL METALS CORPORATION",NA,"Authorization"
"17396","17396, THE OWNERS, STRATA PLAN VIS 5453","Municipal Sewage Management","Authorization"
"17398","17398, CCS Corporation",NA,"Authorization"
"174","174, BRITISH COLUMBIA HYDRO AND POWER AUTHORITY","Municipal Sewage Management","Authorization"
"1742","1742, NORTHRIVER MIDSTREAM OPERATIONS GP INC.","Oil and Natural Gas Industry - Large","Authorization"
"17420","17420, KYUQUOT FIRST NATIONS CORPORATION","Aquaculture - Land-based Industry","Authorization"
"17425","17425, WEST COAST MARINE TERMINALS LTD.","Electrical Power Industry","Authorization"
"17426","17426, GREEN ISLAND ENERGY LTD.",NA,"Authorization"
"17430","17430, TERUS CONSTRUCTION LTD. DGS ASTRO PAVING","Asphalt Plant Industry","Authorization"
"17431","17431, FRASER VALLEY REGIONAL DISTRICT",NA,"Authorization"
"17432","17432, FRASER VALLEY REGIONAL DISTRICT",NA,"Authorization"
"17434","17434, WHISTLER, RESORT MUNICIPALITY OF","Composting Operations","Authorization"
"17436","17436, GENSTAR TITLECO LIMITED",NA,"Authorization"
"17437","17437, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17438","17438, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17439","17439, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17440","17440, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17442","17442, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17443","17443, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17444","17444, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17445","17445, CREW ENERGY INC.",NA,"Authorization"
"17447","17447, DISTRICT OF KENT","Municipal Sewage Management","Authorization"
"17453","17453, BP CANADA ENERGY COMPANY",NA,"Authorization"
"17455","17455, COMINCO ENGINEERING SERVICES LTD.","Hazardous Waste Management","Authorization"
"17457","17457, GREEN HERON INDUSTRIES LTD.",NA,"Authorization"
"17458","17458, All Season Mushrooms Inc.",NA,"Authorization"
"17463","17463, TIMBERWEST FOREST CORP.","Wood Processing Industry - Primary","Authorization"
"17469","17469, MINISTRY OF AGRICULTURE AND LANDS","Mining and Coal Mining Industry","Authorization"
"17473","17473, Paradise Trading Corporation ",NA,"Authorization"
"17475","17475, Marine Harvest Canada Inc.",NA,"Authorization"
"17476","17476, PAN FISH CANADA LTD.",NA,"Authorization"
"17477","17477, KEYERA ENERGY LTD.",NA,"Authorization"
"17478","17478, MARINE HARVEST CANADA",NA,"Authorization"
"17479","17479, MAJESTIC SUBSTRATE","Agricultural Operations","Authorization"
"17485","17485, OWNERS OF STRATA PLAN BCS1989","Municipal Sewage Management","Authorization"
"17486","17486, SELKIRK PAVING LTD.",NA,"Authorization"
"17487","17487, CANADIAN MOUNTAIN HOLIDAYS INC.","Municipal Sewage Management","Authorization"
"17488","17488, HIS MAJESTY THE KING IN RIGHT OF THE PROVINCE OF BRITISH COLUMBIA AS REPRESENTED BY THE MINISTER OF AGRICULTURE AND LANDS","Contaminated Site Contaminant Management","Authorization"
"17489","17489, MARINE HARVEST CANADA",NA,"Authorization"
"17490","17490, Marine Harvest Canada Inc.",NA,"Authorization"
"17493","17493, CARIBOO MONASHEE HELI-SKI VILLAGE LTD.","Municipal Sewage Management","Authorization"
"17494","17494, THE OWNERS, STRATA PLAN KAS 2809","Municipal Sewage Management","Authorization"
"1750","1750, J.H. HUSCROFT LIMITED","Wood Processing Industry - Primary","Authorization"
"17500","17500, MARINE HARVEST CANADA",NA,"Authorization"
"17501","17501, COAST (V.I.) ENVIRONMENTAL LTD.",NA,"Authorization"
"17502","17502, DISTRICT OF KENT","Composting Operations","Authorization"
"1751","1751, DOMTAR INC. AND 13536637 CANADA INC. CATALYST PAPER GENERAL PARTNERSHIP","Pulp Industry","Authorization"
"17515","17515, TERRA ENERGY CORP.",NA,"Authorization"
"17516","17516, PETRONAS Energy Canada Ltd.",NA,"Authorization"
"17518","17518, SUNSHINE COAST REGIONAL DISTRICT",NA,"Authorization"
"17519","17519, Petronas Energy Canada Ltd.",NA,"Authorization"
"17521","17521, DON ELSWORTH",NA,"Authorization"
"17522","17522, DOMTAR INC. AND SEASPAN ULC","Contaminated Site Contaminant Management","Authorization"
"17525","17525, KAMLOOPS FOREST PRODUCTS LTD",NA,"Authorization"
"17529","17529, PEACE RIVER REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"17530","17530, GLEN VALLEY LUMBER LTD.","Wood Processing Industry - Primary","Authorization"
"17531","17531, MARINE HARVEST CANADA",NA,"Authorization"
"17543","17543, INTERPAC FOREST PRODUCTS LTD",NA,"Authorization"
"17544","17544, NETHERLANDS REFORMED CONGREGATION OF CHILLIWACK","Municipal Sewage Management","Authorization"
"17548","17548, GRIEG SEAFOODS BC LTD.",NA,"Authorization"
"17551","17551, REGIONAL DISTRICT OF EAST KOOTENAY","Municipal Waste Incineration or Burning Industry","Authorization"
"17552","17552, 0985381 B.C. LTD.","Municipal Sewage Management","Authorization"
"17553","17553, REGIONAL DISTRICT OF EAST KOOTENAY","Municipal Waste Incineration or Burning Industry","Authorization"
"17554","17554, REGIONAL DISTRICT OF EAST KOOTENAY","Municipal Waste Incineration or Burning Industry","Authorization"
"17555","17555, MALASPINA UNIVERSITY-COLLEGE",NA,"Authorization"
"17557","17557, PINNACLE RENEWABLE ENERGY INC.","Wood Processing Industry - Secondary","Authorization"
"17558","17558, TECK COMINCO METALS LTD.","Hazardous Waste Management","Authorization"
"1756","1756, SKOOKUMCHUCK PULP INC.",NA,"Authorization"
"17560","17560, PETRO CANADA OIL AND GAS",NA,"Authorization"
"17562","17562, TALISMAN ENERGY INC.",NA,"Authorization"
"17565","17565, MIKE AND BEVERLY STRUKOFF - DBA","Municipal Sewage Management","Authorization"
"17569","17569, JOHN LAWRIE HOLDINGS INC.","Aquaculture - Land-based Industry","Authorization"
"17572","17572, FORTISBC ENERGY INC.",NA,"Authorization"
"17575","17575, BLACK MOUNT LOGGING INC.",NA,"Authorization"
"17577","17577, DISTRICT OF INVERMERE","Municipal Sewage Management","Authorization"
"17579","17579, FRIENDS OF THE MARBLE RIVER","Aquaculture - Land-based Industry","Authorization"
"1758","1758, WESTCOAST ENERGY INC.",NA,"Authorization"
"17580","17580, PARASIO POINT TENT AND RV RESORT LTD",NA,"Authorization"
"17581","17581, PENN WEST PETROLEUM LTD.","Municipal Sewage Management","Authorization"
"17586","17586, VANCOUVER ISLAND ENERGY CORP.",NA,"Authorization"
"17588","17588, TAPLOW VENTURES LTD.","Flour, Prepared Cereal Food and Feed Industry","Authorization"
"1759","1759, REGIONAL DISTRICT OF BULKLEY-NECHAKO","Municipal Solid Waste Management","Authorization"
"17590","17590, GRIEG SEAFOOD B.C. LTD.",NA,"Authorization"
"17591","17591, WESTERN FOREST PRODUCTS INC.",NA,"Authorization"
"17594","17594, SECURE WASTE INFRASTRUCTURE CORP.","Deep Well Disposal","Authorization"
"17595","17595, TOWN OF GOLDEN","Municipal Sewage Management","Authorization"
"17598","17598, MORNING GLORY FARMS LTD","Burning of Vegetative Debris","Authorization"
"17599","17599, COQUIHALLA DEVELOPMENTS CORPORATION",NA,"Authorization"
"1760","1760, REGIONAL DISTRICT OF BULKLEY-NECHAKO","Municipal Solid Waste Management","Authorization"
"17600","17600, REDEKOPP MILLS LTD.",NA,"Authorization"
"17601","17601, CANADIAN COAST GUARD",NA,"Authorization"
"17604","17604, EARTHBANK RESOURCE SYSTEMS LTD.",NA,"Authorization"
"17608","17608, PROGRESS ENERGY LTD.",NA,"Authorization"
"17609","17609, PROGRESS ENERGY LTD.",NA,"Authorization"
"17613","17613, TALISMAN ENERGY INC.",NA,"Authorization"
"17621","17621, PROGRESS ENERGY LTD.",NA,"Authorization"
"17625","17625, PTI PREMIUM CAMP SERVICES LTD",NA,"Authorization"
"17626","17626, DEVON CANADA CORPORATION",NA,"Authorization"
"17628","17628, PROGRESS ENERGY LTD.",NA,"Authorization"
"17632","17632, PETRO-CANADA",NA,"Authorization"
"17637","17637, BRIAN LARSON - DBA",NA,"Authorization"
"17638","17638, PACIFIC SUBSTRATE LTD.",NA,"Authorization"
"1764","1764, WEST FRASER MILLS LTD. DBA WILLIAMS LAKE PLYWOOD","Wood Processing Industry - Primary","Authorization"
"17645","17645, MARINE HARVEST CANADA",NA,"Authorization"
"17646","17646, GRIEG SEAFOODS BC LTD.",NA,"Authorization"
"17647","17647, Alain and Karla  Labrecque - DBA","Municipal Sewage Management","Authorization"
"17649","17649, PETER'S BROS CONSTRUCTION LTD.","Asphalt Plant Industry","Authorization"
"1765","1765, REGIONAL DISTRICT OF BULKLEY-NECHAKO","Municipal Solid Waste Management","Authorization"
"17652","17652, COWAN POINT SEWAGE TREATMENT INC.","Municipal Sewage Management","Authorization"
"17656","17656, GRIEG SEAFOOD B.C. LTD.",NA,"Authorization"
"1766","1766, CONSTRUCTION AGGREGATES LTD.",NA,"Authorization"
"17660","17660, GRIEG SEAFOODS BC LTD.",NA,"Authorization"
"17664","17664, THE OWNERS, STRATA PLAN KAS 1201","Municipal Sewage Management","Authorization"
"17667","17667, WEST COAST FISHCULTURE (LOIS LAKE) LTD.",NA,"Authorization"
"17669","17669, COLDSTREAM RANCH (2002) LTD.","Composting Operations","Authorization"
"17671","17671, COWICHAN VALLEY REGIONAL DISTRICT","Municipal Sewage Management","Authorization"
"17672","17672, J.E. WILSON HOLDINGS LTD.",NA,"Authorization"
"17677","17677, COASTLAND WOOD INDUSTRIES LTD.","Veneer and Plywood Industry","Authorization"
"17679","17679, CONUMA RESOURCES LIMITED","Mining and Coal Mining Industry","Authorization"
"1768","1768, MERCER CELGAR PULP LTD. A GENERAL PARTNER OF MERCER CELGAR LIMITED PARTNERSHIP","Pulp Industry","Authorization"
"17680","17680, CONUMA RESOURCES LIMITED","Mining and Coal Mining Industry","Authorization"
"17683","17683, SUNCOR ENERGY INC.",NA,"Authorization"
"17685","17685, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17686","17686, BULKLEY NECHAKO REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"17690","17690, GOLDEN EAGLE SABLE FISH INC.","Aquaculture - Land-based Industry","Authorization"
"17693","17693, DOMINION ENERGY CANADA LIMITED",NA,"Authorization"
"17697","17697, PETRO-CANADA",NA,"Authorization"
"17698","17698, K.C. RECYCLING LTD.","Hazardous Waste Management","Authorization"
"17699","17699, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17700","17700, KOOTENAY SHAVINGS CORPORATION",NA,"Authorization"
"17704","17704, ADURO RESOURCES LTD.",NA,"Authorization"
"17705","17705, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17707","17707, TALISMAN ENERGY INC.",NA,"Authorization"
"17709","17709, BAYTEX ENERGY LTD.",NA,"Authorization"
"1771","1771, PORT MOODY, CITY OF","Municipal Solid Waste Management","Authorization"
"17711","17711, UTOPIA BAY LODGE LTD.","Municipal Sewage Management","Authorization"
"17714","17714, CITY OF TERRACE","Municipal Sewage Management","Authorization"
"17715","17715, ENCANA CORPORATION",NA,"Authorization"
"17716","17716, COMFOR MANAGEMENT SERVICES LTD.",NA,"Authorization"
"17717","17717, OPF RESOURCE RECOVERY, INC.",NA,"Authorization"
"17718","17718, Western Forest Products Inc.",NA,"Authorization"
"17719","17719, NICOLA LAKESHORE WATER UTILITY CO.LTD.","Municipal Sewage Management","Authorization"
"1772","1772, STELLA-JONES INC.","Wood Treatment Industry","Authorization"
"17720","17720, EAST KOOTENAY REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"17723","17723, IMPERIAL OIL LIMITED - COMPAGNIE PETROLIERE IMPERIALE LTEE","Petroleum Storage","Authorization"
"17729","17729, PROPHET RIVER MANAGEMENT LTD.",NA,"Authorization"
"17730","17730, NORTHGATE INDUSTRIES LTD.","Municipal Sewage Management","Authorization"
"17731","17731, Greater Vancouver Sewerage and Drainage District",NA,"Authorization"
"17732","17732, Greater Vancouver Sewerage and Drainage District",NA,"Authorization"
"17736","17736, LINDELL BEACH HOLIDAY RESORT LTD.","Municipal Sewage Management","Authorization"
"17737","17737, SCOTCH CREEK SANITARY SERVICES LTD.","Municipal Sewage Management","Authorization"
"17743","17743, SONIC ENVIRONMENTAL SOLUTIONS INC.","Hazardous Waste Management","Authorization"
"17745","17745, MARINE HARVEST CANADA",NA,"Authorization"
"17747","17747, MARSHALL SPRINGS RESORT INC.",NA,"Authorization"
"17748","17748, CITY OF FORT ST. JOHN","Municipal Sewage Management","Authorization"
"1775","1775, PTPC CORRUGATED COMPANY",NA,"Authorization"
"17751","17751, LOUISIANA-PACIFIC CANADA LTD.","Particle and Wafer Board Industry","Authorization"
"17752","17752, THE CORPORATION OF THE VILLAGE OF PEMBERTON","Municipal Sewage Management","Authorization"
"17753","17753, Nexterra Systems Corp.",NA,"Authorization"
"17756","17756, CONUMA RESOURCES LIMITED","Mining and Coal Mining Industry","Authorization"
"17758","17758, THE OWNERS, STRATA PLAN VIS 5772","Municipal Sewage Management","Authorization"
"17759","17759, CONUMA COAL RESOURCES LIMITED","Mining and Coal Mining Industry","Authorization"
"17760","17760, CHILLIWACK, DISTRICT OF",NA,"Authorization"
"17761","17761, PEACE RIVER COAL INC.","Mining and Coal Mining Industry","Authorization"
"17762","17762, PEACE RIVER COAL INC.","Mining and Coal Mining Industry","Authorization"
"17765","17765, JUKER HOLDINGS LTD.",NA,"Authorization"
"17766","17766, COAST MOUNTAIN EXPEDITIONS LTD.","Municipal Sewage Management","Authorization"
"17767","17767, VERESEN MIDSTREAM GENERAL PARTNER INC.",NA,"Authorization"
"17768","17768, VERESEN MIDSTREAM GENERAL PARTNER INC.",NA,"Authorization"
"17769","17769, NTE ENERGY CANADA LTD.",NA,"Authorization"
"1777","1777, EDGEWOOD MH PARK LTD. EDGEWOOD MANUFACTURED HOME PARK","Municipal Sewage Management","Authorization"
"17770","17770, NTE ENERGY CANADA LTD.",NA,"Authorization"
"17771","17771, NTE ENERGY CANADA LTD.",NA,"Authorization"
"17772","17772, NTE ENERGY CANADA LTD.",NA,"Authorization"
"17773","17773, CANADIAN NATURAL RESOURCES LTD.",NA,"Authorization"
"17775","17775, OLD MASSETT VILLAGE COUNCIL","Municipal Sewage Management","Authorization"
"17777","17777, BURLINGTON RESOURCES CANADA LTD.",NA,"Authorization"
"17778","17778, DAVID ANDREW PETERSON - DBA","Municipal Sewage Management","Authorization"
"1778","1778, 437218 B.C. LTD.",NA,"Authorization"
"17780","17780, ERIKSON NATIONAL ENERGY INC.",NA,"Authorization"
"17781","17781, GALORE CREEK MINING CORPORATION","Municipal Sewage Management","Authorization"
"17782","17782, SUNSHINE COAST REGIONAL DISTRICT","Municipal Sewage Management","Authorization"
"17783","17783, RIVERSIDE RV PARK SOCIETY","Municipal Sewage Management","Authorization"
"17784","17784, MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE","Municipal Sewage Management","Authorization"
"17787","17787, CONTECH PCB CONTAINMENT TECHNOLOGY INC.","Hazardous Waste Management","Authorization"
"17788","17788, COMINCO ENGINEERING SERVICES LTD.",NA,"Authorization"
"17789","17789, GALORE CREEK MINING CORPORATION","Mining and Coal Mining Industry","Authorization"
"17790","17790, CONOCOPHILLIPS CANADA RESOURCES CORP.",NA,"Authorization"
"17791","17791, VERESEN MIDSTREAM GENERAL PARTNER INC.",NA,"Authorization"
"17792","17792, Veresen Midstream General Partner Inc.",NA,"Authorization"
"17793","17793, VERESEN ENERGY INFRASTRUCTURE INC.",NA,"Authorization"
"17794","17794, 0713887 B.C.LTD.","Municipal Sewage Management","Authorization"
"17796","17796, THE OWNERS, STRATA PLAN KAS 3536","Municipal Sewage Management","Authorization"
"17798","17798, ARC ASPHALT RECYCLING INC.","Asphalt Plant Industry","Authorization"
"17799","17799, JUSTIN POWERS - DBA",NA,"Authorization"
"17800","17800, WADLEGGER LOGGING AND  CONSTRUCTION LTD.",NA,"Authorization"
"17802","17802, BUFF LUMBER LTD.","Wood Processing Industry - Secondary","Authorization"
"17804","17804, PROCTER WATER UTILITY LIMITED","Municipal Sewage Management","Authorization"
"17807","17807, SPECIAL WASTE DISPOSAL B.C. INC.",NA,"Authorization"
"17812","17812, PETERS BROS. CONSTRUCTION LTD.","Asphalt Plant Industry","Authorization"
"17813","17813, TERRA AQUACULTURE LTD.",NA,"Authorization"
"17815","17815, COWICHAN VALLEY SCHOOL DISTRICT #79",NA,"Authorization"
"17818","17818, THE OWNERS, STRATA PLAN BCSBCS2151","Municipal Sewage Management","Authorization"
"17821","17821, SCHOOL DISTRICT NO. 91","Municipal Sewage Management","Authorization"
"17824","17824, ALTIA ENERGY LTD.",NA,"Authorization"
"17825","17825, CRITTER COVE MARINE GROUP INC.","Municipal Sewage Management","Authorization"
"17826","17826, M&R Environmental Ltd.",NA,"Authorization"
"17831","17831, SAUDER INDUSTRIES LIMITED",NA,"Authorization"
"17832","17832, Shanghai Energy Corporation",NA,"Authorization"
"17833","17833, Spyglass Resources Corp",NA,"Authorization"
"17834","17834, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"17835","17835, NOOTKA SOUND OUTPOST LTD.","Municipal Sewage Management","Authorization"
"17838","17838, NORTH COUNTRY MAINTANCE INC.",NA,"Authorization"
"17839","17839, GRANDISON EXECUTIVE MANAGEMENT INCORPORATED",NA,"Authorization"
"1784","1784, GOLD RIVER, VILLAGE OF","Municipal Sewage Management","Authorization"
"17840","17840, EIYOM PROPERTIES LTD.","Municipal Sewage Management","Authorization"
"17841","17841, SQUAMISH WATERFRONT DEVELOPMENT CORPORATION","Hazardous Waste Management","Authorization"
"17842","17842, DISTRICT OF LAKE COUNTRY","Municipal Sewage Management","Authorization"
"17843","17843, HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE","Mining and Coal Mining Industry","Authorization"
"17845","17845, HUSBY FOREST PRODUCTS LTD.","Wood Processing Industry - Primary","Authorization"
"17847","17847, STORM CAT ENERGY CORPORATION",NA,"Authorization"
"17848","17848, RIDLEY ISLAND LOG SORT INC.",NA,"Authorization"
"17849","17849, JANDA INDUSTRIES INC.",NA,"Authorization"
"17850","17850, JANDA INDUSTRIES INC.",NA,"Authorization"
"17851","17851, JANDA INDUSTRIES INC.",NA,"Authorization"
"17852","17852, JANDA INDUSTRIES INC.",NA,"Authorization"
"17853","17853, JANDA INDUSTRIES INC.",NA,"Authorization"
"17854","17854, JANDA INDUSTRIES INC.",NA,"Authorization"
"17856","17856, OCEANSIDE WOOD PRODUCTS LTD",NA,"Authorization"
"17859","17859, STANDARD PAVING INC.",NA,"Authorization"
"17860","17860, Okanagan Pellet Company Inc. ",NA,"Authorization"
"17861","17861, DEVON CANADA CORPORATION",NA,"Authorization"
"1787","1787, Canadian Forest Products Ltd.",NA,"Authorization"
"17870","17870, DIRECT ENERGY MARKETING LIMITED","Municipal Sewage Management","Authorization"
"17871","17871, THE BEACHES PROPERTY DEVELOPMENT LTD.","Municipal Sewage Management","Authorization"
"17875","17875, GATEWAY FOREST PRODUCTS LTD.",NA,"Authorization"
"17876","17876, BARKERVILLE GOLD MINES LTD.","Mining and Coal Mining Industry","Authorization"
"17877","17877, ConocoPhillips Canada (BRC) Ltd.",NA,"Authorization"
"17879","17879, TERUS CONSTRUCTION LTD. PITTMAN ASPHALT","Asphalt Plant Industry","Authorization"
"1788","1788, THOMPSON-NICOLA REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"17890","17890, PROGRESS ENERGY LTD.",NA,"Authorization"
"17893","17893, PROEX ENERGY LTD.",NA,"Authorization"
"17894","17894, QUESNEL RIVER ENHANCEMENT SOCIETY","Aquaculture - Land-based Industry","Authorization"
"17907","17907, ENCANA OIL & GAS CO. LTD.",NA,"Authorization"
"1791","1791, REGIONAL DISTRICT OF BULKLEY-NECHAKO","Municipal Solid Waste Management","Authorization"
"17919","17919, PHIL DBA GRANITE MOUNTAIN EXCAVATING JOHNSON - DBA",NA,"Authorization"
"17920","17920, CARIBOO REGIONAL DISTRICT","Municipal Solid Waste Management","Authorization"
"17921","17921, CEEPEECEE LODGE & FISHING CHARTERS INC.",NA,"Authorization"
"17929","17929, TALISMAN ENERGY INC.",NA,"Authorization"
"1793","1793, KALESNIKOFF LUMBER CO. LTD.","Wood Processing Industry - Primary","Authorization"
"17930","17930, TALISMAN ENERGY INC.",NA,"Authorization"
"17941","17941, NorthRiver Midstream Operations GP Inc.",NA,"Authorization"
"17942","17942, SECURE WASTE INFRASTRUCTURE CORP.","Deep Well Disposal","Authorization"
"17945","17945, THOMPSON RIVER VENEER PRODUCTS LTD.","Veneer and Plywood Industry","Authorization"
"17954","17954, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"1796","1796, WINTON GLOBAL LUMBER LTD.",NA,"Authorization"
"1797","1797, FORTISBC ENERGY INC.","Municipal Sewage Management","Authorization"
"17974","17974, PROEX ENERGY LTD.",NA,"Authorization"
"1798","1798, FORTISBC ENERGY INC.","Pipeline Transport Industry with Approved Operating Plan","Authorization"
"17991","17991, NORTHPOINT ENERGY LTD.",NA,"Authorization"
"17995","17995, FORT ST. JAMES FOREST PRODUCTS GENERAL PARTNER LTD FORT ST. JAMES FOREST PRODUCTS LIMITED PARTNERSHIP","Wood Processing Industry - Primary","Authorization"
"17997","17997, PROGRESS ENERGY LTD.",NA,"Authorization"
"17998","17998, NORTHRIVER MIDSTREAM INC.","Municipal Sewage Management","Authorization"
"18","18, CHEMTRADE ELECTROCHEM INC.","Chemical and Chemical Products Industry","Authorization"
"1800","1800, FORTISBC INC","Municipal Sewage Management","Authorization"
"18002","18002, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"18011","18011, BORDER FEEDLOT CORPORATION","Composting Operations","Authorization"
"18012","18012, Greater Vancouver Regional District",NA,"Authorization"
"18013","18013, Greater Vancouver Regional District",NA,"Authorization"
"18014","18014, ABBOTSFORD, CITY OF","Composting Operations","Authorization"
"18015","18015, UNIVERSITY OF B.C.","Composting Operations","Authorization"
"18016","18016, CARNEY'S ORGANIC RECYCLING LTD. PARTNERSHIP",NA,"Authorization"
"18017","18017, BP CANADA ENERGY COMPANY",NA,"Authorization"
"18018","18018, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"18022","18022, PETRO-CANADA",NA,"Authorization"
"18023","18023, SAMSON CANADA, LTD.",NA,"Authorization"
"18024","18024, SUNCOR ENERGY INC.",NA,"Authorization"
"18026","18026, TERRA ENERGY CORP.",NA,"Authorization"
"18027","18027, ENCANA CORPORATION",NA,"Authorization"
"18028","18028, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"18029","18029, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"18031","18031, CREW ENERGY INC.",NA,"Authorization"
"18032","18032, HUSKY OIL OPERATIONS LIMITED",NA,"Authorization"
"18038","18038, HOLLAND NURSERIES OF SURREY LTD.",NA,"Authorization"
"18039","18039, CANADIAN TIMBERFRAMES LTD.","Wood Processing Industry - Secondary","Authorization"
"18041","18041, ABERDEEN GLEN DEVELOPMENTS LTD.",NA,"Authorization"
"18046","18046, DEVON CANADA CORPORATION",NA,"Authorization"
"1805","1805, Cowichan Valley Regional District",NA,"Authorization"
"18050","18050, PETRO-CANADA",NA,"Authorization"
"18051","18051, TITAN EXPLORATION LTD.",NA,"Authorization"
"18052","18052, PROEX ENERGY LTD.",NA,"Authorization"
"18053","18053, ENCANA CORPORATION",NA,"Authorization"
"18054","18054, CANADIAN NATURAL RESOURCES LIMITED",NA,"Authorization"
"18055","18055, ENVIRO-SMART ORGANICS LTD.","Composting Operations","Authorization"
"18057","18057, TALISMAN ENERGY INC.",NA,"Authorization"
"18059","18059, FRASER RICHMOND SOIL & FIBRE LTD.",NA,"Authorization"
"1806","1806, SUNCOR ENERGY INC.",NA,"Authorization"
"18060","18060, YARDWORKS SUPPLY LTD.",NA,"Authorization"
"18061","18061, INTERNATIONAL BIO RECOVERY CORPORATION","Composting Operations","Authorization"
"18063","18063, S & P FOREST PRODUCTS LTD.",NA,"Authorization"
"18064","18064, REVELSTOKE COMMUNITY ENERGY CORPORATION",NA,"Authorization"
"18065","18065, PACIFIC INLAND POLE & PILING COMPANY (2004) LTD.",NA,"Authorization"
"18066","18066, Regional District of Central Kootenay ",NA,"Authorization"
"18067","18067, Regional District of Central Kootenay ",NA,"Authorization"
"18069","18069, TALISMAN ENERGY INC.",NA,"Authorization"
"1807","1807, TECK COAL LIMITED","Mining and Coal Mining Industry","Authorization"
"18070","18070, PROEX ENERGY LTD.",NA,"Authorization"
"18072","18072, CANADA PETROLEUM CORPORATION","Hazardous Waste Management","Authorization"
"18073","18073, PRODUCT CARE ASSOCIATION",NA,"Authorization"
"18077","18077, CANOE POINT ORCHARD","Municipal Sewage Management","Authorization"
"18078","18078, PROEX ENERGY LTD.",NA,"Authorization"
"1808","1808, PACIFIC ABRASIVES AND SUPPLY INC.","Abrasives Industry","Authorization"
"18087","18087, THE OWNERS, STRATA PLAN VIS 6179","Municipal Sewage Management","Authorization"
"18089","18089, TALISMAN ENERGY INC.",NA,"Authorization"
"18090","18090, KAWANO FARMS LTD.",NA,"Authorization"
"18092","18092, THE OWNERS, STRATA PLAN BCS 3916","Municipal Sewage Management","Authorization"
"18093","18093, CITY OF NELSON",NA,"Authorization"
"18096","18096, 428801 BC LTD","Wood Processing Industry - Secondary","Authorization"
"18098","18098, Lafarge Canada Inc. doing business as
Westlake Paving and Aggregates",NA,"Authorization"
"1810","1810, ARTEMIS HOLDINGS LTD.","Fish Products Industry","Authorization"
"18100","18100, PETER KIEWIT SONS CO.",NA,"Authorization"
"18101","18101, PETER KIEWIT SONS CO.",NA,"Authorization"
"18103","18103, PROEX ENERGY LTD.",NA,"Authorization"
"18104","18104, PROEX ENERGY LTD.",NA,"Authorization"
"18106","18106, TALISMAN ENERGY INC.",NA,"Authorization"
